project_id,project_name,downloads,contributors,searches
2817,full-stack-fastapi-postgresql,,83,
2818,october,,4,
2819,domain-driven-hexagon,,12,
2820,nakama,1,2,
2821,nhost,,41,
2822,web-skills,,65,
2823,vagas,6,98,
2824,developer-roadmap-chinese,,234,
2825,awesome-system-design-resources,,45,
2826,rowy,,433,
2827,cockpit,,3,
2828,codefather,,7,
2829,hoodie,,19,
2830,lucene-solr,,3,
2831,encore,135,59,
2832,EasyAdminBundle,,29,
2833,interviewGuide,,14,
2834,mianshiya-public,,299,
2835,roadmaps,,9,
2836,simplebank,,33,
2837,olivia,3,61,
2838,go-backend-clean-architecture,,6,
2839,Robyn,,7,
2840,mirrord,,359,
2841,nodejs-integration-tests-best-practices,,,
2842,CRUD,,7,
2843,free-programming-resources,,35,
2844,ownphotos,4,6,
2845,readyset,,20,
2846,tinyhttp,7,2,
2847,code-nav,,4,
2848,growth-in-action,,12,
2849,node-typescript-boilerplate,,41,
2850,ultimate-backend,,14,
2851,cli,1239644,3,
2852,devmap,,16,
2853,webapp.rs,,,
2854,lucene,,4,
2855,slides,,66,
2856,guiadobackend,,9,
2857,blaze,2835,47,
2858,lumber,,5,
2859,backend-cheats,,7,
2860,spring-boot-vuejs,,2,
2861,apihub,3,3,
2862,gobetween,,77,
2863,yuindex,,8,
2864,sql-father-backend-public,,5,
2865,Awesome-Interview,,4,
2866,rust-web-developer-roadmap,,,
2867,silicon,7,6,
2868,dart_frog,,,
2869,lastbackend,,9,
2870,fusio,,19,
2871,NotyKT,,16,
2872,dev-practice,,12,
2873,Java-Notes,,363,
2874,awesome-backend,,10,
2875,toggl_api_docs,,189,
2876,goyave,,80,
2877,saas-boilerplate,,2,
2878,kuzzle,,16,
2879,Systemizer,,15,
2880,bank,19,11,
2881,simple-admin-core,,34,
2882,layr,,6,
2883,backend-best-practices,,6,
2884,axios-module,,93,
2885,pavex,,51,
2886,laravel-realworld-example-app,,92,
2887,local-web-server,,25,
2888,roadmap-do-desenvolvedor-web,,20,
2889,oh-my-backend,,28,
2890,programming-challenges,,3,
2891,learn-nodejs-hard-way,,18,
2892,chiselstrike,,2,
2893,symfony-6-es-cqrs-boilerplate,,49,
2894,desafios,1,,
2895,solr,,7,
2896,ucall,6414,10,
2897,osu-web,,19,
2898,XBackBone,,12,
2899,IT-Note,,61,
2900,refactor-like-a-superhero,,3,
2901,elixir-phoenix-realworld-example-app,,10,
2902,nextacular,,79,
2903,hospitalrun-server,,,
2904,felix,2,7,
2905,framework,,18,
2906,free-courses,,,
2907,resources,452,8,
2908,SleepingOwlAdmin,,10,
2909,rails-handbook,,15,
2910,nullstack,,6,
2911,structr,,4,
2912,tailadmin-free-tailwind-dashboard-template,,3,
2913,nextjs-wordpress-starter,,2,
2914,repractise,,,
2915,Saturn,,7,
2916,python-web-guide,,15,
2917,2023-CS-Study,,11,
2918,rustc_codegen_clr,,17,
2919,curriculum,,26,
2920,hydra,3141,3,
2921,abap2xlsx,,25,
2922,live-torrent,,6,
2923,ethql,,10,
2924,blockbook,,2,
2925,study-collection-backend,,10,
2926,hydra,3141,15,
2927,lux,958,15,
2928,everything-chatgpt,,12,
2929,go-web-workshop,,9,
2930,Stackoverflow-Clone-Frontend,,25,
2931,dotenx,,21,
2932,wsify,,5,
2933,forum,5,,
2934,Serverless-Boilerplate-Express-TypeScript,,19,
2935,actix-realworld-example-app,,14,
2936,developer-roadmap-zh-CN,,7,
2937,backend-swe-interview-questions,,38,
2938,para,1491,,
2939,mojo.js,,2,
2940,choiceof.dev,,23,
2941,udash-core,,,
2942,golang_step_by_step,,21,
2943,libfirm,,,
2944,full-stack-fastapi-couchbase,,11,
2945,nestjs-starter-rest-api,,8,
2946,blog,81,43,
2947,happyx,970,100,
2948,Everything-Tech,,571,
2949,links,,160,
2950,raxx,,181,
2951,next-api-decorators,,1308,
2952,Conduit,,360,
2953,i18next-http-backend,,659,
2954,mern-authentication,,150,
2955,roadmap-backend-2023,,495,
2956,Ultimate-NodeJs-Resources,,117,
2957,conf,1127,110,
2958,Pharmacy-Mangment-System,,113,
2959,terraform-aws-tfstate-backend,,767,
2960,DjReact,,239,
2961,vagas,6,122,
2962,backend,524,140,
2963,koa-vue-notes-api,,169,
2964,vagas,6,1208,
2965,open_source_bms,,135,
2966,marten,14,119,
2967,inspect,,442,
2968,forest-rails,,32,
2969,the-book-of-secret-knowledge,,48,
2970,netdata,1137,191,
2971,devops-exercises,,58,
2972,awesome-scalability,,76,
2973,act,,33,
2974,gitea,,24,
2975,kong,7,81,
2976,sentry,1372,183,
2977,cli,1239644,48,
2978,dokku,,9,
2979,90DaysOfDevOps,,171,
2980,docker_practice,,121,
2981,lens,26,152,
2982,jenkins,9650,71,
2983,awesome-sysadmin,,156,
2984,goreplay,,39,
2985,watchtower,1669042,84,
2986,wtf,164,182,
2987,argo-cd,,517,
2988,sops,27670,51,
2989,kubesphere,,10,
2990,apisix,,154,
2991,onedev,18,22,
2992,walle-web,,27,
2993,lynis,7,123,
2994,awesome-mlops,,298,
2995,awesome-sre,,16,
2996,kubeshark,,82,
2997,test-your-sysadmin-skills,,238,
2998,infracost,,675,
2999,unleash,20,200,
3000,webhook,,6,
3001,spug,1,84,
3002,dagger,133,366,
3003,kubescape,,61,
3004,task,520,77,
3005,bytebase,,112,
3006,pyroscope,,61,
3007,howtheysre,,337,
3008,semaphore,189,39,
3009,openebs,,162,
3010,origin,1556,48,
3011,miller,28,61,
3012,Yearning,,13,
3013,fission,0,26,
3014,devops-resources,,210,
3015,ansible-for-devops,,106,
3016,flyway,,176,
3017,xonsh,,93,
3018,homelab,8,16,
3019,DevOps-Guide,,39,
3020,terragrunt,,26,
3021,chef,,86,
3022,terratest,,153,
3023,DevOps-Roadmap,,15,
3024,healthchecks,,23,
3025,atlantis,148,9,
3026,wasm3,,30,
3027,sh,1237398,120,
3028,developer-roadmap-chinese,,37,
3029,tfsec,,37,
3030,datree,,45,
3031,checkov,1861834,95,
3032,steampipe,13,80,
3033,st2,,70,
3034,k3sup,,34,
3035,cabot,46,532,
3036,guide,15,35,
3037,theByteBook,,,
3038,laravel-backup,,59,
3039,goss,18,39,
3040,rundeck,,170,
3041,shuttle,440,85,
3042,gaia,10,85,
3043,DevSecOps,,86,
3044,udemy-docker-mastery,,415,
3045,clearml,51835,83,
3046,awesome-terraform,,23,
3047,awless,,109,
3048,xxh,15,13,
3049,Daily-Question,,6,
3050,rainbond,,6,
3051,tsuru,3,37,
3052,ThreatMapper,,40,
3053,jx,4,39,
3054,faraday,18,10,
3055,cds,15,299,
3056,terrascan,326,84,
3057,gatus,,49,
3058,learn-to-cloud,,36,
3059,telegram-list,,45,
3060,encore,135,30,
3061,liquibase,18,88,
3062,awesome-devsecops,,45,
3063,wgcloud,,31,
3064,k8sgpt,,53,
3065,porter,13,21,
3066,litmus,2,12,
3067,arkade,3,30,
3068,devspace,,32,
3069,awesome-ci,,97,
3070,woodpecker,,67,
3071,mgmt,29,122,
3072,bunkerweb,,67,
3073,copilot-cli,,7,
3074,kubernetes-workshop,,169,
3075,adminset,,33,
3076,coroot,,,
3077,mirrord,,2,
3078,prometheus-book,,40,
3079,awesome-computer-science-opportunities,,18,
3080,assh,7,39,
3081,Nodejs-Roadmap,,30,
3082,inspec,31,6,
3083,cloudnative-pg,,14,
3084,erda,,4,
3085,zadig,,19,
3086,stern,21,88,
3087,DevOps,,9,
3088,minishift,4,24,
3089,assh,7,19,
3090,Nodejs-Roadmap,,7,
3091,inspec,31,44,
3092,cloudnative-pg,,9,
3093,erda,,232,
3094,zadig,,480,
3095,stern,21,1827,
3096,DevOps,,493,
3097,minishift,4,223,
3098,introduction-to-bash-scripting,,498,
3099,goreman,,467,
3100,gomplate,,1519,
3101,sysbox,2,69,
3102,choerodon,,489,
3103,minicron,,239,
3104,awesome-ssh,,223,
3105,incubator-devlake,,308,
3106,robusta,15,366,
3107,pytest-testinfra,82733,171,
3108,bk-ci,,354,
3109,syncd,,510,
3110,juju,10410,220,
3111,mitogen,,283,
3112,blog,81,248,
3113,DevOps-Bash-tools,,100,
3114,shell-operator,19,122,
3115,archerysec,,802,
3116,ledge,18,131,
3117,otomi-core,,262,
3118,snowflake,81967,57,
3119,ansible-vagrant-examples,,36,
3120,developer-roadmap,,63,
3121,terracognita,,42,
3122,botkube,,145,
3123,DevOps-Bootcamp,,180,
3124,grafana-aws-cloudwatch-dashboards,,81,
3125,preevy,,102,
3126,awesome-roadmaps,,254,
3127,awesome-cloud-native,,194,
3128,tutorials,,89,
3129,nodebestpractices,,49,
3130,puppeteer,,435,
3131,storybook,5,9,
3132,playwright,505873,120,
3133,hoppscotch,,291,
3134,localstack,22991,345,
3135,cypress,,171,
3136,jest,,50,
3137,javascript-testing-best-practices,,134,
3138,mocha,67,36,
3139,testify,129,29,
3140,learn-go-with-tests,,14,
3141,ava,25,104,
3142,enzyme,3852,110,
3143,react-testing-library,,164,
3144,goreplay,,114,
3145,Catch2,,12,
3146,faker,2730510,68,
3147,jasmine,249,54,
3148,mockito,62449,239,
3149,phpstan,,25,
3150,httpbin,8772,122,
3151,nightwatch,7,649,
3152,pytest,20701542,79,
3153,bruno,4,72,
3154,Detox,,1650,
3155,metersphere,,52,
3156,pollyjs,,111,
3157,toxiproxy,1090,79,
3158,chromedp,,77,
3159,Quick,,11,
3160,robotframework,462189,206,
3161,pest,7,98,
3162,react-cosmos,,340,
3163,factory_bot,,109,
3164,ginkgo,106,49,
3165,karate,7,86,
3166,hurl,7,375,
3167,testcontainers-java,,173,
3168,undetected-chromedriver,113710,67,
3169,terratest,,17,
3170,artillery,,31,
3171,hypothesis,1183772,27,
3172,foundry,6,53,
3173,ts-jest,,300,
3174,web-skills,,73,
3175,HeadlessBrowsers,,42,
3176,go-grpc-middleware,,99,
3177,go-sqlmock,,9,
3178,howtheytest,,15,
3179,bash-oo-framework,,77,
3180,doctest,,115,
3181,goss,18,263,
3182,mockery,,69,
3183,miragejs,,53,
3184,mockk,,4,
3185,jest-cheat-sheet,,119,
3186,react-hooks-testing-library,,13,
3187,cypress-realworld-app,,2,
3188,syzkaller,,182,
3189,gotests,,70,
3190,Nimble,,7,
3191,Codeception,,94,
3192,go-fuzz,,25,
3193,maildev,,24,
3194,wpt,,13,
3195,rod,391,143,
3196,bats-core,26,60,
3197,pywinauto,177090,120,
3198,intern,40,170,
3199,tcpcopy,,35,
3200,AFLplusplus,,226,
3201,jest-dom,,113,
3202,kotest,,97,
3203,mimesis,31595,10,
3204,powermock,,29,
3205,dredd,1519,170,
3206,CodeceptJS,,17,
3207,qunit,283,27,
3208,fast-check,,28,
3209,httplab,,33,
3210,httprunner,2127,119,
3211,go-cmp,,129,
3212,pa11y,49,343,
3213,molecule,173008,58,
3214,jest-image-snapshot,,12,
3215,awaitility,,40,
3216,manticore,4350,15,
3217,inKino,,105,
3218,thunder-client-support,,71,
3219,swift-snapshot-testing,,48,
3220,spock,31,203,
3221,shoulda-matchers,,81,
3222,tox,2716511,2,
3223,cypress-example-recipes,,,
3224,migration,3,7,
3225,factory_boy,,25,
3226,qawolf,,95,
3227,minitest,37,266,
3228,dom-testing-library,,253,
3229,AutoFixture,,120,
3230,macaca,,457,
3231,nodejs-integration-tests-best-practices,,179,
3232,garden,,51,
3233,awesome-http-benchmark,,381,
3234,rewire,,140,
3235,puppeteer-examples,,424,
3236,Pester,,22,
3237,keploy,85,85,
3238,react-native-testing-library,,404,
3239,database_cleaner,,23,
3240,php-ddd-example,,81,
3241,vim-test,,359,
3242,pandera,288195,888,
3243,inspec,31,346,
3244,conftest,,145,
3245,toxy,,369,
3246,Papercut-SMTP,,65,
3247,hiper,13,689,
3248,testcontainers-go,,26,
3249,testing-nestjs,,124,
3250,badssl.com,,304,
3251,pumba,,75,
3252,maelstrom,,278,
3253,Jailer,,178,
3254,vcrpy,,158,
3255,stryker-js,,114,
3256,assertj,,14,
3257,NSubstitute,,27,
3258,sonic-server,,81,
3259,echidna,11,96,
3260,refurb,4946,13,
3261,mongodb-memory-server,,38,
3262,httpexpect,,42,
3263,ladle,,92,
3264,nunit,17,38,
3265,zalenium,,14,
3266,android-modular-architecture,,57,
3267,stf,16,62,
3268,testing-distributed-systems,,206,
3269,the-book-of-secret-knowledge,,49,
3270,Awesome-Hacking,,115,
3271,cs-video-courses,,144,
3272,PayloadsAllTheThings,,90,
3273,caddy,10,116,
3274,x64dbg,,170,
3275,mitmproxy,70164,121,
3276,algo,1530,116,
3277,quivr,205,32,
3278,nginxconfig.io,,55,
3279,CheatSheetSeries,,49,
3280,hosts,,22,
3281,openzeppelin-contracts,,70,
3282,setup-ipsec-vpn,,46,
3283,API-Security-Checklist,,5,
3284,osquery,1076,386,
3285,security-guide-for-developers,,221,
3286,macOS-Security-and-Privacy-Guide,,6,
3287,trivy,,134,
3288,radare2,3,47,
3289,matomo,38,56,
3290,authelia,,81,
3291,keepassxc,,115,
3292,slim,208,69,
3293,cilium,15,843,
3294,How-To-Secure-A-Linux-Server,,281,
3295,nuclei,27,112,
3296,teleport,77,226,
3297,bettercap,8,74,
3298,hydra,3141,49,
3299,sops,27670,168,
3300,cutter,14,8,
3301,gitleaks,4,31,
3302,tink,85038,83,
3303,nginx-admins-handbook,,62,
3304,hacker101,,275,
3305,personal-security-checklist,,674,
3306,trufflehog,30703,286,
3307,secguide,,17,
3308,sniffnet,,52,
3309,wifiphisher,67,15,
3310,DOMPurify,,18,
3311,javascript-obfuscator,,14,
3312,hacker-roadmap,,30,
3313,keeweb,,660,
3314,routersploit,50,50,
3315,zaproxy,6197,62,
3316,RustScan,,57,
3317,labs,94,80,
3318,awesome-security,,130,
3319,dirsearch,658,454,
3320,infisical,2793,29,
3321,chezmoi,,104,
3322,vuls,,76,
3323,YubiKey-Guide,,2,
3324,awesome-web-security,,147,
3325,cryptomator,,194,
3326,gophish,271,81,
3327,test-your-sysadmin-skills,,133,
3328,urh,802,69,
3329,systeminformer,,261,
3330,helmet,,59,
3331,how-to-secure-anything,,26,
3332,scapy,,357,
3333,fail2ban,,187,
3334,the-practical-linux-hardening-guide,,157,
3335,openvpn,,9,
3336,mvt,800,119,
3337,kubescape,,46,
3338,DB-GPT,,35,
3339,Atlas,,571,
3340,xray,128,29,
3341,opensnitch,,110,
3342,oss-fuzz,,100,
3343,IdentityServer4,,71,
3344,juice-shop,,6,
3345,prowler,16576,23,
3346,awesome-ctf,,104,
3347,DVWA,,70,
3348,howtheysre,,227,
3349,Mailpile,,39,
3350,nmap,,7,
3351,user.js,,7,
3352,netmaker,3,16,
3353,my-arsenal-of-aws-security-tools,,95,
3354,monero,875,31,
3355,spring-security,,10,
3356,wazuh,1,136,
3357,nishang,,138,
3358,wpscan,79,270,
3359,devops-resources,,,
3360,Quasar,,18,
3361,trape,,70,
3362,SafeLine,,110,
3363,KeychainAccess,,19,
3364,nuclei-templates,,43,
3365,school-of-sre,,203,
3366,android-security-awesome,,198,
3367,crowdsec,,22,
3368,shadowsocks-rust,,7,
3369,gosec,,39,
3370,sigma,58,40,
3371,Sn1per,,34,
3372,smart-contract-best-practices,,78,
3373,grype,,20,
3374,404StarLink,,3490,
3375,graylog2-server,,2267,
3376,unicorn,18628,3099,
3377,awesome-threat-intelligence,,128,
3378,brakeman,,1202,
3379,awesome-incident-response,,2789,
3380,capstone,61355,173,
3381,objection,1570,249,
3382,secretive,1,52,
3383,lego,5,90,
3384,falco,11,334,
3385,pyre-check,15191,19,
3386,web-check,,1460,
3387,tfsec,,66,
3388,datree,,7,
3389,wstg,,31,
3390,awesome-hacker-search-engines,,314,
3391,pyWhat,,,
3392,frappe,388,269,
3393,system-bus-radio,,2761,
3394,steampipe,13,594,
3395,cleverhans,246,161,
3396,arkime,,298,
3397,ScoutSuite,,16,
3398,docker-ipsec-vpn-server,,211,
3399,awesome-appsec,,920,
3400,jwt,199753,105,
3401,certificates,,311,
3402,onionshare,104,667,
3403,firezone,,9,
3404,cve,13,37,
3405,gitrob,,33,
3406,yakit,,12,
3407,cloudmapper,,894,
3408,airgeddon,,239,
3409,Awesome-WAF,,216,
3410,bandit,,612,
3411,zeek,8,,
3412,DependencyCheck,,49,
3413,PoC-in-GitHub,,236,
3414,bromite,,39,
3415,tutanota,,32,
3416,PrivateBin,,46,
3417,tpotce,,136,
3418,maltrail,,6,
3419,authentik,,26,
3420,gopass,4,233,
3421,guide,15,18,
3422,bugbounty-cheatsheet,,137,
3423,aquatone,,3,
3424,awesome-web-hacking,,289,
3425,awesome-privacy,,885,
3426,kubernetes-network-policy-recipes,,191,
3427,clusterfuzz,1667,114,
3428,linux-kernel-exploitation,,326,
3429,tensorflow,4156112,20,
3430,transformers,4376632,20,
3431,pytorch,50423,124,
3432,netdata,1137,78,
3433,ML-For-Beginners,,8,
3434,cs-video-courses,,753,
3435,keras,3158347,171,
3436,scikit-learn,10802069,36,
3437,tesseract,8037,238,
3438,d2l-zh,9,322,
3439,face_recognition,,536,
3440,awesome-scalability,,142,
3441,faceswap,,256,
3442,yolov5,26624,499,
3443,DeepFaceLab,,199,
3444,julia,7519,97,
3445,TensorFlow-Examples,,42,
3446,100-Days-Of-ML-Code,,2,
3447,annotated_deep_learning_paper_implementations,,692,
3448,Open-Assistant,,288,
3449,Made-With-ML,,6,
3450,caffe,,149,
3451,airflow,1878,2,
3452,google-research,,296,
3453,photoprism,8,143,
3454,DeepSpeed,,7,
3455,Coursera-ML-AndrewNg-Notes,,82,
3456,streamlit,721603,9,
3457,ray,668627,167,
3458,openpose,,578,
3459,C-Plus-Plus,,44,
3460,spaCy,,423,
3461,AI-Expert-Roadmap,,3,
3462,machine-learning-for-software-engineers,,40,
3463,AI-For-Beginners,,73,
3464,data-science-ipython-notebooks,,2,
3465,pytorch-lightning,1177107,382,
3466,gradio,1215800,227,
3467,OpenBBTerminal,,33,
3468,xgboost,2797854,14,
3469,netron,4408,5,
3470,applied-ml,,13,
3471,fastai,88687,2,
3472,handson-ml,,25,
3473,awesome-deep-learning-papers,,780,
3474,mediapipe,265821,1387,
3475,DeepSpeech,,22,
3476,ML-From-Scratch,,87,
3477,pumpkin-book,,174,
3478,awesome-datascience,,33,
3479,WaveFunctionCollapse,,184,
3480,awesome-deep-learning,,200,
3481,homemade-machine-learning,,288,
3482,NLP-progress,,117,
3483,Paddle,,129,
3484,shap,1620239,269,
3485,EasyOCR,,390,
3486,d2l-en,,6,
3487,100-Days-Of-ML-Code,,178,
3488,CLIP,,36,
3489,fastbook,3706,235,
3490,learnopencv,,,
3491,DeepFaceLive,,6,
3492,mindsdb,3706,6,
3493,jina,29597,7,
3494,pytorch-handbook,,18,
3495,ultralytics,1023829,70,
3496,tfjs,,16,
3497,datasets,1443835,99,
3498,gun,,9,
3499,C,,593,
3500,rasa,39665,13,
3501,CNTK,,6,
3502,recommenders,14098,15,
3503,mojo,20,72,
3504,stanford-cs-229-machine-learning,,2,
3505,mlflow,3298557,2,
3506,onnx,989273,869,
3507,Screenshot-to-code,,149,
3508,ml-agents,,11,
3509,llm-course,,2,
3510,LightGBM,,26,
3511,awesome-nlp,,195,
3512,lectures,,4,
3513,qdrant,,51,
3514,pwc,6,5,
3515,awesome-production-machine-learning,,25,
3516,vision,207,53,
3517,best-of-ml-python,,121,
3518,gensim,916554,16,
3519,cheatsheets-ai,,78,
3520,instant-ngp,,47,
3521,Awesome-pytorch-list,,18,
3522,ML-NLP,,196,
3523,awesome-kubernetes,,,
3524,tensor2tensor,1069,43,
3525,Machine-Learning-Tutorials,,525,
3526,Qix,,226,
3527,CVPR2023-Papers-with-Code,,205,
3528,numpy-ml,25,141,
3529,500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,,255,
3530,imgaug,73394,1027,
3531,argo-workflows,26059,3106,
3532,ivy,273,140,
3533,the-gan-zoo,,102,
3534,ChatterBot,,116,
3535,horovod,11437,1393,
3536,Virgilio,,195,
3537,nni,3730,856,
3538,flair,30188,218,
3539,kubeflow,89,164,
3540,qlib,91,258,
3541,albumentations,255518,197,
3542,dvc,173415,322,
3543,nltk,2999196,62,
3544,Halfrost-Field,,361,
3545,dlib,83444,126,
3546,transferlearning,2,361,
3547,haystack,641,407,
3548,DeepLearning,,696,
3549,CVPR2023-Paper-Code-Interpretation,,36,
3550,nsfw_data_scraper,,3,
3551,mit-deep-learning-book-pdf,,64,
3552,python-machine-learning-book,,118,
3553,awesome-aws,4,87,
3554,ML-YouTube-Courses,,81,
3555,ydata-profiling,204773,5,
3556,deep-learning-drizzle,,67,
3557,onnxruntime,1194339,,
3558,awesome-mlops,,13,
3559,fashion-mnist,7,40,
3560,tutorials,,163,
3561,machine-learning-for-trading,,44,
3562,turicreate,11362,181,
3563,ml-visuals,,355,
3564,abu,16,90,
3565,tvm,108,44,
3566,ludwig,974,84,
3567,caire,26,313,
3568,stanford-tensorflow-tutorials,,2,
3569,FinGPT,,,
3570,Open3D,,6,
3571,mit-deep-learning,,72,
3572,yolov3,931,219,
3573,numerical-linear-algebra,,108,
3574,MLAlgorithms,,111,
3575,sonnet,103,77,
3576,tflearn,1409,172,
3577,LaTeX-OCR,,11,
3578,tpot,8539,149,
3579,3D-Machine-Learning,,77,
3580,Awesome-Diffusion-Models,,80,
3581,mlcourse.ai,,84,
3582,TensorFlow-Tutorials,,85,
3583,computervision-recipes,,90,
3584,amazon-sagemaker-examples,,164,
3585,optuna,449379,170,
3586,kedro,91299,7,
3587,autokeras,3104,2,
3588,kornia,794480,55,
3589,ML-For-Beginners,,10,
3590,keras,3158347,3,
3591,scikit-learn,10802069,,
3592,superset,498,,
3593,pandas,36310632,2,
3594,Made-With-ML,,,
3595,airflow,1878,19,
3596,streamlit,721603,3,
3597,ray,668627,,
3598,spaCy,,2,
3599,AI-Expert-Roadmap,,,
3600,Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,,,
3601,data-science-ipython-notebooks,,,
3602,pytorch-lightning,1177107,,
3603,gradio,1215800,,
3604,Data-Science-For-Beginners,,,
3605,applied-ml,,,
3606,ML-From-Scratch,,,
3607,awesome-datascience,,,
3608,d2l-en,,,
3609,fastbook,3706,,
3610,dash,559826,,
3611,matplotlib,12027336,,
3612,recommenders,14098,,
3613,excelize,2,,
3614,stanford-cs-229-machine-learning,,,
3615,ipython,7575701,,
3616,best-of-ml-python,,2,
3617,gensim,916554,,
3618,Awesome-pytorch-list,,,
3619,500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,,,
3620,prefect,157446,,
3621,Virgilio,,,
3622,nni,3730,,
3623,dvc,173415,,
3624,awesome-bigdata,,,
3625,python-machine-learning-book,,,
3626,ML-YouTube-Courses,,,
3627,ydata-profiling,204773,,
3628,allennlp,12101,,
3629,seaborn,3159255,,
3630,awesome-mlops,,12,
3631,machine-learning-for-trading,,,
3632,ludwig,974,2,
3633,OpenRefine,,2,
3634,mit-deep-learning,,,
3635,numerical-linear-algebra,,,
3636,tflearn,1409,,
3637,pandas-ai,,541,
3638,dagster,230343,527,
