project_id,project_name,downloads,contributors,searches
1345,spring-boot-vuejs,,20,
1346,icestark,2,18,
1347,sql-mother,,7,
1348,frontend-development,,22,
1349,webpack-starter,,13,
1350,yuindex,,8,
1351,clean-code-javascript,,,
1352,apihub,1,7,
1353,layerJS,,10,
1354,openfl,132,159,
1355,imgcook,,8,
1356,Awesome-Interview,,3,
1357,python-web,,,
1358,reactpatterns,,17,
1359,nipplejs,,20,
1360,CrossUI,,3,
1361,ng-devui,,26,
1362,frontend-mini-challenges,,80,
1363,chatgpt.js,,16,
1364,yulegeyu,,2,
1365,react-native-picker-select,,41,
1366,bulmaswatch,,12,
1367,frontdesk,,59,
1368,sift.js,,40,
1369,farm,,24,
1370,login-flow,,9,
1371,piral,,41,
1372,semana-javascript-expert05,,,
1373,watching-you,,2,
1374,dev-practice,,43,
1375,fe-necessary-book,,,
1376,vue-beautiful-chat,,26,
1377,visual-center,7,3,
1378,shariff,,64,
1379,myblog,0,,
1380,blog,45,4,
1381,reitit,,111,
1382,sql-father-frontend-public,,,
1383,bank,143,,
1384,saas-boilerplate,,30,
1385,aurelia,,64,
1386,jetpack,7,13,
1387,thing-translator,,2,
1388,AwesomeSites,,,
1389,awesome-scalability,,23,
1390,appwrite,1142,323,
1391,awesome-cheatsheets,,46,
1392,pocketbase,1186,309,
1393,GitHubDaily,,37,
1394,parse-server,,360,
1395,sonic,,19,
1396,Hello-Python,,62,
1397,full-stack-fastapi-postgresql,,82,
1398,october,,4,
1399,domain-driven-hexagon,,12,
1400,nakama,2,2,
1401,nhost,,41,
1402,web-skills,,65,
1403,vagas,1,98,
1404,developer-roadmap-chinese,,234,
1405,awesome-system-design-resources,,45,
1406,rowy,,431,
1407,cockpit,,3,
1408,codefather,,19,
1409,hoodie,,7,
1410,lucene-solr,,3,
1411,encore,117,59,
1412,EasyAdminBundle,,29,
1413,interviewGuide,,14,
1414,mianshiya-public,,299,
1415,roadmaps,,9,
1416,olivia,1,33,
1417,simplebank,,61,
1418,go-backend-clean-architecture,,6,
1419,Robyn,,7,
1420,mirrord,,356,
1421,nodejs-integration-tests-best-practices,,,
1422,CRUD,,7,
1423,free-programming-resources,,35,
1424,ownphotos,3,6,
1425,readyset,,20,
1426,tinyhttp,0,2,
1427,code-nav,,4,
1428,growth-in-action,,12,
1429,node-typescript-boilerplate,,37,
1430,ultimate-backend,,14,
1431,cli,692814,3,
1432,devmap,,16,
1433,webapp.rs,,,
1434,lucene,,4,
1435,slides,,66,
1436,guiadobackend,,9,
1437,blaze,2924,47,
1438,lumber,,5,
1439,backend-cheats,,7,
1440,spring-boot-vuejs,,2,
1441,gobetween,,77,
1442,yuindex,,3,
1443,apihub,1,5,
1444,sql-father-backend-public,,6,
1445,Awesome-Interview,,4,
1446,rust-web-developer-roadmap,,,
1447,silicon,,6,
1448,dart_frog,,,
1449,lastbackend,,9,
1450,fusio,,19,
1451,NotyKT,,16,
1452,dev-practice,,12,
1453,Java-Notes,,362,
1454,awesome-backend,,188,
1455,toggl_api_docs,,10,
1456,goyave,,79,
1457,kuzzle,,2,
1458,Systemizer,,16,
1459,bank,143,15,
1460,saas-boilerplate,,11,
1461,simple-admin-core,,34,
1462,layr,,6,
1463,axios-module,,6,
1464,backend-best-practices,,93,
1465,laravel-realworld-example-app,,51,
1466,pavex,,92,
1467,local-web-server,,25,
1468,roadmap-do-desenvolvedor-web,,20,
1469,oh-my-backend,,28,
1470,programming-challenges,,3,
1471,learn-nodejs-hard-way,,18,
1472,chiselstrike,,2,
1473,symfony-6-es-cqrs-boilerplate,,49,
1474,desafios,0,,
1475,solr,,19,
1476,osu-web,,12,
1477,ucall,6391,7,
1478,XBackBone,,59,
1479,IT-Note,,3,
1480,refactor-like-a-superhero,,10,
1481,elixir-phoenix-realworld-example-app,,10,
1482,nextacular,,79,
1483,hospitalrun-server,,,
1484,felix,1,7,
1485,framework,,18,
1486,free-courses,,8,
1487,resources,531,,
1488,SleepingOwlAdmin,,10,
1489,rails-handbook,,15,
1490,nullstack,,6,
1491,structr,,4,
1492,tailadmin-free-tailwind-dashboard-template,,,
1493,nextjs-wordpress-starter,,3,
1494,repractise,,2,
1495,Saturn,,7,
1496,python-web-guide,,15,
1497,curriculum,,11,
1498,hydra,2476,17,
1499,2023-CS-Study,,26,
1500,abap2xlsx,,3,
1501,live-torrent,,25,
1502,rustc_codegen_clr,,6,
1503,ethql,,2,
1504,blockbook,,15,
1505,study-collection-backend,,10,
1506,hydra,2476,10,
1507,lux,636,15,
1508,go-web-workshop,,12,
1509,everything-chatgpt,,9,
1510,Stackoverflow-Clone-Frontend,,25,
1511,dotenx,,5,
1512,wsify,,21,
1513,forum,,14,
1514,developer-roadmap-zh-CN,,19,
1515,Serverless-Boilerplate-Express-TypeScript,,,
1516,actix-realworld-example-app,,37,
1517,backend-swe-interview-questions,,,
1518,para,2554,7,
1519,mojo.js,,2,
1520,choiceof.dev,,23,
1521,udash-core,,,
1522,golang_step_by_step,,,
1523,libfirm,,43,
1524,full-stack-fastapi-couchbase,,8,
1525,blog,45,4,
1526,Everything-Tech,,11,
1527,nestjs-starter-rest-api,,100,
1528,happyx,,571,
1529,links,29,160,
1530,raxx,,180,
1531,next-api-decorators,,1307,
1532,Conduit,,360,
1533,mern-authentication,,660,
1534,i18next-http-backend,,150,
1535,conf,603,494,
1536,Ultimate-NodeJs-Resources,,113,
1537,roadmap-backend-2023,,110,
1538,terraform-aws-tfstate-backend,,113,
1539,DjReact,,766,
1540,Pharmacy-Mangment-System,,239,
1541,vagas,1,122,
1542,backend,543,140,
1543,koa-vue-notes-api,,169,
1544,open_source_bms,,1206,
1545,forest-rails,,135,
1546,inspect,,119,
1547,jsx-mail,,439,
1548,marten,2,32,
1549,the-book-of-secret-knowledge,,48,
1550,netdata,1564,191,
1551,devops-exercises,,58,
1552,awesome-scalability,,76,
1553,act,,32,
1554,gitea,,23,
1555,kong,54,81,
1556,sentry,505,183,
1557,cli,692814,48,
1558,dokku,,9,
1559,90DaysOfDevOps,,170,
1560,docker_practice,,120,
1561,lens,29,152,
1562,jenkins,6217,153,
1563,awesome-sysadmin,,71,
1564,goreplay,,39,
1565,watchtower,1500051,84,
1566,wtf,134,182,
1567,argo-cd,,515,
1568,sops,28548,51,
1569,kubesphere,,10,
1570,apisix,,154,
1571,onedev,9,22,
1572,walle-web,,27,
1573,lynis,5,123,
1574,awesome-mlops,,296,
1575,awesome-sre,,16,
1576,kubeshark,,675,
1577,test-your-sysadmin-skills,,82,
1578,infracost,,238,
1579,unleash,4,200,
1580,webhook,,84,
1581,spug,1,6,
1582,dagger,58,366,
1583,kubescape,,61,
1584,task,831,77,
1585,pyroscope,,112,
1586,bytebase,,61,
1587,howtheysre,,335,
1588,semaphore,172,39,
1589,openebs,,162,
1590,origin,1547,48,
1591,miller,21,61,
1592,Yearning,,13,
1593,fission,,25,
1594,devops-resources,,209,
1595,ansible-for-devops,,106,
1596,flyway,,175,
1597,xonsh,4809,16,
1598,homelab,0,93,
1599,chef,,39,
1600,DevOps-Guide,,25,
1601,terragrunt,,86,
1602,terratest,,152,
1603,healthchecks,,15,
1604,DevOps-Roadmap,,23,
1605,atlantis,147,9,
1606,wasm3,,30,
1607,sh,1049750,119,
1608,developer-roadmap-chinese,,37,
1609,tfsec,,37,
1610,datree,,44,
1611,checkov,1669291,95,
1612,steampipe,2,80,
1613,st2,,34,
1614,k3sup,,69,
1615,cabot,72,528,
1616,guide,6,35,
1617,theByteBook,,,
1618,laravel-backup,,39,
1619,goss,2,169,
1620,rundeck,,85,
1621,gaia,10,57,
1622,shuttle,145,85,
1623,DevSecOps,,8,
1624,udemy-docker-mastery,,52,
1625,clearml,41943,157,
1626,awesome-terraform,,41,
1627,awless,,59,
1628,xxh,14,8,
1629,Daily-Question,,86,
1630,rainbond,,415,
1631,tsuru,1,83,
1632,ThreatMapper,,23,
1633,jx,0,13,
1634,faraday,6,109,
1635,cds,4,6,
1636,terrascan,300,6,
1637,learn-to-cloud,,52,
1638,gatus,,37,
1639,telegram-list,,40,
1640,encore,117,184,
1641,liquibase,9,39,
1642,awesome-devsecops,,10,
1643,wgcloud,,299,
1644,porter,3,83,
1645,litmus,1,49,
1646,arkade,0,36,
1647,k8sgpt,,45,
1648,devspace,,28,
1649,GameDevMind,,88,
1650,werf,,45,
1651,hygieia,0,31,
1652,roadmaps,,53,
1653,kubefwd,,12,
1654,BoostNote-App,,30,
1655,opendevops,,21,
1656,awesome-ci,,32,
1657,woodpecker,,97,
1658,mgmt,23,66,
1659,bunkerweb,,122,
1660,kubernetes-workshop,,67,
1661,copilot-cli,,7,
1662,adminset,,169,
1663,mirrord,,33,
1664,coroot,,,
1665,flipt,189,39,
1666,prometheus-book,,18,
1667,awesome-computer-science-opportunities,,2,
1668,errbot,1251,39,
1669,assh,,30,
1670,Nodejs-Roadmap,,6,
1671,inspec,41,14,
1672,cloudnative-pg,,4,
1673,erda,,19,
1674,zadig,,88,
1675,stern,,24,
1676,DevOps,,9,
1677,minishift,0,19,
1678,introduction-to-bash-scripting,,7,
1679,goreman,,44,
1680,gomplate,,9,
1681,choerodon,,38,
1682,minicron,,204,
1683,sysbox,1,15,
1684,awesome-ssh,,17,
1685,incubator-devlake,,6,
1686,robusta,4,26,
1687,pytest-testinfra,68387,67,
1688,bk-ci,,10,
1689,syncd,,50,
1690,juju,7387,68,
1691,mitogen,9790,38,
1692,blog,45,10,
1693,shell-operator,9,21,
1694,archerysec,39,30,
1695,DevOps-Bash-tools,,5,
1696,ledge,9,145,
1697,otomi-core,,2,
1698,snowflake,80281,9,
1699,ansible-vagrant-examples,,4,
1700,developer-roadmap,,,
1701,terracognita,,,
1702,botkube,,,
1703,grafana-aws-cloudwatch-dashboards,,,
1704,DevOps-Bootcamp,,,
1705,preevy,,,
1706,awesome-roadmaps,,,
1707,awesome-cloud-native,,,
1708,tutorials,,,
1709,terraboard,,,
1710,fleet,33,,
1711,flightplan,3,,
1712,mist-ce,,,
1713,Practical.CleanArchitecture,,,
1714,frontail,,,
1715,kapitan,1511,,
1716,cicd-goat,,,
1717,vagrant-digitalocean,,,
1718,oneuptime,,,
1719,awesome-argo,,,
1720,raspberry-pi-dramble,,,
1721,lastbackend,,,
1722,SREWorks,,,
1723,sshportal,,,
1724,flow-core-x,,,
1725,nixops,,,
1726,meetup,,,
1727,archer,30,,
1728,webterminal,,,
