tool_id,name,author_company,specialization,type
1310,redux-orm,redux-orm,frontend,
1311,mini.css,Chalarangelo,frontend,framework
1312,blogs,sl1673495,frontend,
1313,hop,hop-protocol,frontend,
1314,fe-interview,azl397985856,frontend,
1315,free-programming-resources,liyupi,frontend,
1316,guiadofrontend,arthurspk,frontend,
1317,neo,neomjs,frontend,framework
1318,vecty,hexops,frontend,
1319,hiper,pod4g,frontend,testing
1320,ViewUI,view-design,frontend,
1321,Jailer,Wisser,frontend,testing
1322,awesome-casestudy,luruke,frontend,
1323,code-nav,liyupi,frontend,
1324,growth-in-action,phodal,frontend,
1325,img2css,javierbyte,frontend,
1326,OverVue,open-source-labs,frontend,
1327,omatsuri,rtivital,frontend,
1328,webpack-book,survivejs,frontend,
1329,meli,getmeli,frontend,
1330,vue-fontawesome,FortAwesome,frontend,
1331,ansible-cmdb,fboender,frontend,
1332,the-front-end-knowledge-you-may-not-know,justjavac,frontend,
1333,jest-preview,nvh95,frontend,testing
1334,cli,create-go-app,frontend,
1335,devmap,zualex,frontend,
1336,userbase,smallbets,frontend,
1337,percy,chinedufn,frontend,
1338,webapp.rs,saschagrunert,frontend,
1339,frontendDaily,kujian,frontend,
1340,react-imgpro,nitin42,frontend,
1341,blaze,blenderskool,frontend,
1342,user-event,testing-library,frontend,testing
1343,bttn.css,ganapativs,frontend,
1344,fe,phodal,frontend,
1345,spring-boot-vuejs,jonashackt,frontend,
1346,icestark,ice-lab,frontend,
1347,sql-mother,liyupi,frontend,
1348,frontend-development,codingknite,frontend,
1349,webpack-starter,wbkd,frontend,
1350,yuindex,liyupi,frontend,
1351,clean-code-javascript,devictoribero,frontend,
1352,apihub,hiteshchoudhary,frontend,
1353,layerJS,layerJS,frontend,ui
1354,openfl,openfl,frontend,
1355,imgcook,imgcook,frontend,
1356,Awesome-Interview,Awesome-Interview,frontend,
1357,python-web,mouredev,frontend,
1358,reactpatterns,chantastic,frontend,
1359,nipplejs,yoannmoinet,frontend,
1360,CrossUI,linb,frontend,
1361,ng-devui,DevCloudFE,frontend,
1362,frontend-mini-challenges,sadanandpai,frontend,
1363,chatgpt.js,KudoAI,frontend,
1364,yulegeyu,liyupi,frontend,
1365,react-native-picker-select,lawnstarter,frontend,
1366,bulmaswatch,jenil,frontend,framework
1367,frontdesk,miripiruni,frontend,
1368,sift.js,crcn,frontend,
1369,farm,farm-fe,frontend,compiler
1370,login-flow,mxstbr,frontend,
1371,piral,smapiot,frontend,
1372,semana-javascript-expert05,ErickWendel,frontend,
1373,watching-you,jj811208,frontend,
1374,dev-practice,alinebastos,frontend,
1375,fe-necessary-book,ddzy,frontend,
1376,vue-beautiful-chat,mattmezza,frontend,
1377,visual-center,javierbyte,frontend,
1378,shariff,heiseonline,frontend,
1379,myblog,lihongxun945,frontend,
1380,blog,dongyuanxin,frontend,
1381,reitit,metosin,frontend,
1382,sql-father-frontend-public,liyupi,frontend,
1383,bank,pietrzakadrian,frontend,
1384,saas-boilerplate,apptension,frontend,
1385,aurelia,aurelia,frontend,framework
1386,jetpack,KidkArolis,frontend,
1387,thing-translator,dmotz,frontend,language
1388,AwesomeSites,ezshine,frontend,
1389,awesome-scalability,binhnguyennus,backend,devops
1390,appwrite,appwrite,backend,
1391,awesome-cheatsheets,LeCoupa,backend,language
1392,pocketbase,pocketbase,backend,
1393,GitHubDaily,GitHubDaily,backend,
1394,parse-server,parse-community,backend,
1395,sonic,valeriansaliou,backend,
1396,Hello-Python,mouredev,backend,
1397,full-stack-fastapi-postgresql,tiangolo,backend,
1398,october,octobercms,backend,framework
1399,domain-driven-hexagon,Sairyss,backend,
1400,nakama,heroiclabs,backend,
1401,nhost,nhost,backend,
1402,web-skills,andreasbm,backend,testing
1403,vagas,backend-br,backend,
1404,developer-roadmap-chinese,goodjack,backend,devops
1405,awesome-system-design-resources,ashishps1,backend,
1406,rowy,rowyio,backend,
1407,cockpit,agentejo,backend,
1408,codefather,liyupi,backend,
1409,hoodie,hoodiehq,backend,
1410,lucene-solr,apache,backend,
1411,encore,encoredev,backend,devops
1412,EasyAdminBundle,EasyCorp,backend,
1413,interviewGuide,NotFound9,backend,
1414,mianshiya-public,liyupi,backend,
1415,roadmaps,WeMakeDevs,backend,devops
1416,olivia,olivia-ai,backend,
1417,simplebank,techschool,backend,
1418,go-backend-clean-architecture,amitshekhariitbhu,backend,
1419,Robyn,sparckles,backend,
1420,mirrord,metalbear-co,backend,devops
1421,nodejs-integration-tests-best-practices,testjavascript,backend,testing
1422,CRUD,Laravel-Backpack,backend,
1423,free-programming-resources,liyupi,backend,
1424,ownphotos,hooram,backend,
1425,readyset,readysettech,backend,
1426,tinyhttp,tinyhttp,backend,
1427,code-nav,liyupi,backend,
1428,growth-in-action,phodal,backend,
1429,node-typescript-boilerplate,jsynowiec,backend,
1430,ultimate-backend,juicycleff,backend,
1431,cli,create-go-app,backend,
1432,devmap,zualex,backend,
1433,webapp.rs,saschagrunert,backend,
1434,lucene,apache,backend,
1435,slides,TritonHo,backend,
1436,guiadobackend,arthurspk,backend,
1437,blaze,blenderskool,backend,
1438,lumber,ForestAdmin,backend,framework
1439,backend-cheats,cheatsnake,backend,
1440,spring-boot-vuejs,jonashackt,backend,
1441,gobetween,yyyar,backend,
1442,yuindex,liyupi,backend,
1443,apihub,hiteshchoudhary,backend,
1444,sql-father-backend-public,liyupi,backend,
1445,Awesome-Interview,Awesome-Interview,backend,
1446,rust-web-developer-roadmap,anshulrgoyal,backend,
1447,silicon,matt-42,backend,
1448,dart_frog,VeryGoodOpenSource,backend,
1449,lastbackend,lastbackend,backend,devops
1450,fusio,apioo,backend,
1451,NotyKT,PatilShreyas,backend,testing
1452,dev-practice,alinebastos,backend,
1453,Java-Notes,PansonPanson,backend,
1454,awesome-backend,zhashkevych,backend,
1455,toggl_api_docs,toggl,backend,
1456,goyave,go-goyave,backend,framework
1457,kuzzle,kuzzleio,backend,
1458,Systemizer,honzaap,backend,
1459,bank,pietrzakadrian,backend,
1460,saas-boilerplate,apptension,backend,
1461,simple-admin-core,suyuan32,backend,
1462,layr,layrjs,backend,
1463,axios-module,nuxt-community,backend,
1464,backend-best-practices,Sairyss,backend,devops
1465,laravel-realworld-example-app,gothinkster,backend,
1466,pavex,LukeMathWalker,backend,framework
1467,local-web-server,lwsjs,backend,
1468,roadmap-do-desenvolvedor-web,hideraldus13,backend,devops
1469,oh-my-backend,bzick,backend,
1470,programming-challenges,michelbernardods,backend,
1471,learn-nodejs-hard-way,ishtms,backend,
1472,chiselstrike,chiselstrike,backend,framework
1473,symfony-6-es-cqrs-boilerplate,jorge07,backend,
1474,desafios,backend-br,backend,
1475,solr,apache,backend,
1476,osu-web,ppy,backend,
1477,ucall,unum-cloud,backend,
1478,XBackBone,sergix44,backend,
1479,IT-Note,InSeong-So,backend,
1480,refactor-like-a-superhero,bespoyasov,backend,
1481,elixir-phoenix-realworld-example-app,gothinkster,backend,
1482,nextacular,nextacular,backend,
1483,hospitalrun-server,HospitalRun,backend,
1484,felix,mojocn,backend,
1485,framework,featherhttp,backend,
1486,free-courses,alinebastos,backend,
1487,resources,CodeChefVIT,backend,devops
1488,SleepingOwlAdmin,LaravelRUS,backend,
1489,rails-handbook,infinum,backend,
1490,nullstack,nullstack,backend,framework
1491,structr,structr,backend,
1492,tailadmin-free-tailwind-dashboard-template,TailAdmin,backend,
1493,nextjs-wordpress-starter,WebDevStudios,backend,
1494,repractise,phodal,backend,
1495,Saturn,SaturnFramework,backend,
1496,python-web-guide,PegasusWang,backend,
1497,curriculum,HackYourFuture,backend,
1498,hydra,pnxtech,backend,
1499,2023-CS-Study,devSquad-study,backend,db
1500,abap2xlsx,abap2xlsx,backend,
1501,live-torrent,Davenchy,backend,
1502,rustc_codegen_clr,FractalFir,backend,compiler
1503,ethql,Consensys,backend,
1504,blockbook,trezor,backend,
1505,study-collection-backend,Frankle97,backend,
1506,hydra,micro-plat,backend,
1507,lux,postlight,backend,framework
1508,go-web-workshop,campoy,backend,
1509,everything-chatgpt,terminalcommandnewsletter,backend,
1510,Stackoverflow-Clone-Frontend,Mayank0255,backend,
1511,dotenx,dotenx,backend,ui
1512,wsify,alash3al,backend,
1513,forum,backend-br,backend,
1514,developer-roadmap-zh-CN,forthespada,backend,
1515,Serverless-Boilerplate-Express-TypeScript,ixartz,backend,
1516,actix-realworld-example-app,fairingrey,backend,
1517,backend-swe-interview-questions,tamhoang1412,backend,
1518,para,Erudika,backend,
1519,mojo.js,mojolicious,backend,
1520,choiceof.dev,bdebon,backend,devops
1521,udash-core,UdashFramework,backend,
1522,golang_step_by_step,Shitaibin,backend,
1523,libfirm,libfirm,backend,compiler
1524,full-stack-fastapi-couchbase,tiangolo,backend,
1525,blog,alienzhou,backend,
1526,Everything-Tech,moabukar,backend,devops
1527,nestjs-starter-rest-api,monstar-lab-oss,backend,
1528,happyx,HapticX,backend,
1529,links,gmartins-dev,backend,
1530,raxx,CrowdHailer,backend,framework
1531,next-api-decorators,instantcommerce,backend,
1532,Conduit,ConduitPlatform,backend,
1533,mern-authentication,flaviuse,backend,
1534,i18next-http-backend,i18next,backend,
1535,conf,docops-hq,backend,devops
1536,Ultimate-NodeJs-Resources,DhanushNehru,backend,
1537,roadmap-backend-2023,gabrielrangel95,backend,
1538,terraform-aws-tfstate-backend,cloudposse,backend,
1539,DjReact,justdjango,backend,
1540,Pharmacy-Mangment-System,LalanaChami,backend,
1541,vagas,dotnetdevbr,backend,
1542,backend,kottans,backend,
1543,koa-vue-notes-api,johndatserakis,backend,
1544,open_source_bms,xyl-tools,backend,
1545,forest-rails,ForestAdmin,backend,
1546,inspect,csfloat,backend,
1547,jsx-mail,Theryston,backend,
1548,marten,martenframework,backend,framework
1549,the-book-of-secret-knowledge,trimstray,devops,devops
1550,netdata,netdata,devops,devops
1551,devops-exercises,bregman-arie,devops,devops
1552,awesome-scalability,binhnguyennus,devops,devops
1553,act,nektos,devops,devops
1554,gitea,go-gitea,devops,devops
1555,kong,Kong,devops,devops
1556,sentry,getsentry,devops,devops
1557,cli,httpie,devops,devops
1558,dokku,dokku,devops,devops
1559,90DaysOfDevOps,MichaelCade,devops,devops
1560,docker_practice,yeasy,devops,devops
1561,lens,lensapp,devops,devops
1562,jenkins,jenkinsci,devops,devops
1563,awesome-sysadmin,awesome-foss,devops,devops
1564,goreplay,buger,devops,testing
1565,watchtower,containrrr,devops,devops
1566,wtf,wtfutil,devops,devops
1567,argo-cd,argoproj,devops,devops
1568,sops,getsops,devops,devops
1569,kubesphere,kubesphere,devops,devops
1570,apisix,apache,devops,devops
1571,onedev,theonedev,devops,devops
1572,walle-web,meolu,devops,devops
1573,lynis,CISOfy,devops,devops
1574,awesome-mlops,visenger,devops,devops
1575,awesome-sre,dastergon,devops,devops
1576,kubeshark,kubeshark,devops,devops
1577,test-your-sysadmin-skills,trimstray,devops,devops
1578,infracost,infracost,devops,devops
1579,unleash,Unleash,devops,devops
1580,webhook,adnanh,devops,devops
1581,spug,openspug,devops,devops
1582,dagger,dagger,devops,devops
1583,kubescape,kubescape,devops,devops
1584,task,go-task,devops,devops
1585,pyroscope,grafana,devops,devops
1586,bytebase,bytebase,devops,devops
1587,howtheysre,upgundecha,devops,devops
1588,semaphore,ansible-semaphore,devops,devops
1589,openebs,openebs,devops,devops
1590,origin,openshift,devops,devops
1591,miller,johnkerl,devops,devops
1592,Yearning,cookieY,devops,devops
1593,fission,fission,devops,devops
1594,devops-resources,bregman-arie,devops,devops
1595,ansible-for-devops,geerlingguy,devops,devops
1596,flyway,flyway,devops,devops
1597,xonsh,xonsh,devops,devops
1598,homelab,khuedoan,devops,devops
1599,chef,chef,devops,devops
1600,DevOps-Guide,Tikam02,devops,devops
1601,terragrunt,gruntwork-io,devops,devops
1602,terratest,gruntwork-io,devops,testing
1603,healthchecks,healthchecks,devops,devops
1604,DevOps-Roadmap,milanm,devops,devops
1605,atlantis,runatlantis,devops,devops
1606,wasm3,wasm3,devops,devops
1607,sh,amoffat,devops,devops
1608,developer-roadmap-chinese,goodjack,devops,devops
1609,tfsec,aquasecurity,devops,devops
1610,datree,datreeio,devops,devops
1611,checkov,bridgecrewio,devops,devops
1612,steampipe,turbot,devops,devops
1613,st2,StackStorm,devops,devops
1614,k3sup,alexellis,devops,devops
1615,cabot,arachnys,devops,devops
1616,guide,hobby-kube,devops,devops
1617,theByteBook,isno,devops,devops
1618,laravel-backup,spatie,devops,devops
1619,goss,goss-org,devops,testing
1620,rundeck,rundeck,devops,devops
1621,gaia,gaia-pipeline,devops,devops
1622,shuttle,shuttle-hq,devops,devops
1623,DevSecOps,sottlmarek,devops,devops
1624,udemy-docker-mastery,BretFisher,devops,devops
1625,clearml,allegroai,devops,devops
1626,awesome-terraform,shuaibiyy,devops,devops
1627,awless,wallix,devops,devops
1628,xxh,xxh,devops,devops
1629,Daily-Question,shfshanyue,devops,devops
1630,rainbond,goodrain,devops,devops
1631,tsuru,tsuru,devops,devops
1632,ThreatMapper,deepfence,devops,devops
1633,jx,jenkins-x,devops,devops
1634,faraday,infobyte,devops,devops
1635,cds,ovh,devops,devops
1636,terrascan,tenable,devops,devops
1637,learn-to-cloud,learntocloud,devops,devops
1638,gatus,TwiN,devops,devops
1639,telegram-list,goq,devops,devops
1640,encore,encoredev,devops,devops
1641,liquibase,liquibase,devops,devops
1642,awesome-devsecops,devsecops,devops,devops
1643,wgcloud,tianshiyeben,devops,devops
1644,porter,porter-dev,devops,devops
1645,litmus,litmuschaos,devops,devops
1646,arkade,alexellis,devops,devops
1647,k8sgpt,k8sgpt-ai,devops,devops
1648,devspace,devspace-sh,devops,devops
1649,GameDevMind,gonglei007,devops,devops
1650,werf,werf,devops,devops
1651,hygieia,hygieia,devops,devops
1652,roadmaps,WeMakeDevs,devops,devops
1653,kubefwd,txn2,devops,devops
1654,BoostNote-App,BoostIO,devops,devops
1655,opendevops,opendevops-cn,devops,devops
1656,awesome-ci,ligurio,devops,devops
1657,woodpecker,woodpecker-ci,devops,devops
1658,mgmt,purpleidea,devops,devops
1659,bunkerweb,bunkerity,devops,devops
1660,kubernetes-workshop,eon01,devops,devops
1661,copilot-cli,aws,devops,devops
1662,adminset,guohongze,devops,devops
1663,mirrord,metalbear-co,devops,devops
1664,coroot,coroot,devops,devops
1665,flipt,flipt-io,devops,devops
1666,prometheus-book,yunlzheng,devops,devops
1667,awesome-computer-science-opportunities,anu0012,devops,devops
1668,errbot,errbotio,devops,devops
1669,assh,moul,devops,devops
1670,Nodejs-Roadmap,qufei1993,devops,devops
1671,inspec,inspec,devops,testing
1672,cloudnative-pg,cloudnative-pg,devops,devops
1673,erda,erda-project,devops,devops
1674,zadig,koderover,devops,devops
1675,stern,stern,devops,devops
1676,DevOps,Pradumnasaraf,devops,devops
1677,minishift,minishift,devops,devops
1678,introduction-to-bash-scripting,bobbyiliev,devops,devops
1679,goreman,mattn,devops,devops
1680,gomplate,hairyhenderson,devops,devops
1681,choerodon,open-hand,devops,devops
1682,minicron,jamesrwhite,devops,devops
1683,sysbox,nestybox,devops,devops
1684,awesome-ssh,moul,devops,devops
1685,incubator-devlake,apache,devops,devops
1686,robusta,robusta-dev,devops,devops
1687,pytest-testinfra,pytest-dev,devops,testing
1688,bk-ci,TencentBlueKing,devops,devops
1689,syncd,dreamans,devops,devops
1690,juju,juju,devops,devops
1691,mitogen,mitogen-hq,devops,devops
1692,blog,amandakelake,devops,devops
1693,shell-operator,flant,devops,devops
1694,archerysec,archerysec,devops,devops
1695,DevOps-Bash-tools,HariSekhon,devops,devops
1696,ledge,phodal,devops,devops
1697,otomi-core,redkubes,devops,devops
1698,snowflake,subhra74,devops,devops
1699,ansible-vagrant-examples,geerlingguy,devops,devops
1700,developer-roadmap,DasyDong,devops,devops
1701,terracognita,cycloidio,devops,devops
1702,botkube,kubeshop,devops,devops
1703,grafana-aws-cloudwatch-dashboards,monitoringartist,devops,devops
1704,DevOps-Bootcamp,kunal-kushwaha,devops,testing
1705,preevy,livecycle,devops,devops
1706,awesome-roadmaps,orsanawwad,devops,devops
1707,awesome-cloud-native,rootsongjc,devops,devops
1708,tutorials,antonputra,devops,devops
1709,terraboard,camptocamp,devops,devops
1710,fleet,fleetdm,devops,devops
1711,flightplan,pstadler,devops,devops
1712,mist-ce,mistio,devops,devops
1713,Practical.CleanArchitecture,phongnguyend,devops,devops
1714,frontail,mthenw,devops,devops
1715,kapitan,kapicorp,devops,devops
1716,cicd-goat,cider-security-research,devops,devops
1717,vagrant-digitalocean,devopsgroup-io,devops,devops
1718,oneuptime,OneUptime,devops,devops
1719,awesome-argo,akuity,devops,devops
1720,raspberry-pi-dramble,geerlingguy,devops,devops
1721,lastbackend,lastbackend,devops,devops
1722,SREWorks,alibaba,devops,devops
1723,sshportal,moul,devops,devops
1724,flow-core-x,FlowCI,devops,devops
1725,nixops,NixOS,devops,devops
1726,meetup,baiyutang,devops,devops
1727,archer,jly8866,devops,devops
1728,webterminal,jimmy201602,devops,devops
