company_id,name,employee_amount,type,amount_of_searches
2733,view-design,,,
2734,Wisser,,,
2735,luruke,,,
2736,liyupi,,,
2737,phodal,,,
2738,javierbyte,,,
2739,open-source-labs,,,
2740,rtivital,,,
2741,survivejs,,,
2742,FortAwesome,,,
2743,getmeli,,,
2744,fboender,,,
2745,justjavac,,,
2746,nvh95,,,
2747,create-go-app,,,
2748,zualex,,,
2749,smallbets,,,
2750,chinedufn,,,
2751,saschagrunert,,,
2752,kujian,,,
2753,nitin42,,,
2754,blenderskool,,,
2755,testing-library,,,
2756,ganapativs,,,
2757,phodal,,,
2758,jonashackt,,,
2759,ice-lab,,,
2760,liyupi,,,
2761,codingknite,,,
2762,wbkd,,,
2763,hiteshchoudhary,,,
2764,liyupi,,,
2765,devictoribero,,,
2766,layerJS,,,
2767,openfl,,,
2768,mouredev,,,
2769,imgcook,,,
2770,Awesome-Interview,,,
2771,chantastic,,,
2772,yoannmoinet,,,
2773,sadanandpai,,,
2774,linb,,,
2775,DevCloudFE,,,
2776,KudoAI,,,
2777,liyupi,,,
2778,lawnstarter,,,
2779,farm-fe,,,
2780,jenil,,,
2781,miripiruni,,,
2782,crcn,,,
2783,mxstbr,,,
2784,smapiot,,,
2785,ErickWendel,,,
2786,jj811208,,,
2787,alinebastos,,,
2788,ddzy,,,
2789,mattmezza,,,
2790,javierbyte,,,
2791,heiseonline,,,
2792,lihongxun945,,,
2793,dongyuanxin,,,
2794,metosin,,,
2795,apptension,,,
2796,liyupi,,,
2797,pietrzakadrian,,,
2798,aurelia,,,
2799,KidkArolis,,,
2800,dmotz,,,
2801,ezshine,,,
2802,binhnguyennus,,,
2803,appwrite,,,
2804,LeCoupa,,,
2805,pocketbase,,,
2806,GitHubDaily,,,
2807,parse-community,,,
2808,valeriansaliou,,,
2809,mouredev,,,
2810,tiangolo,,,
2811,octobercms,,,
2812,Sairyss,,,
2813,heroiclabs,,,
2814,nhost,,,
2815,andreasbm,,,
2816,backend-br,,,
2817,goodjack,,,
2818,ashishps1,,,
2819,rowyio,,,
2820,agentejo,,,
2821,liyupi,,,
2822,hoodiehq,,,
2823,apache,,,
2824,encoredev,,,
2825,EasyCorp,,,
2826,NotFound9,,,
2827,liyupi,,,
2828,WeMakeDevs,,,
2829,techschool,,,
2830,olivia-ai,,,
2831,amitshekhariitbhu,,,
2832,sparckles,,,
2833,metalbear-co,,,
2834,testjavascript,,,
2835,Laravel-Backpack,,,
2836,liyupi,,,
2837,hooram,,,
2838,readysettech,,,
2839,tinyhttp,,,
2840,liyupi,,,
2841,phodal,,,
2842,jsynowiec,,,
2843,juicycleff,,,
2844,create-go-app,,,
2845,zualex,,,
2846,saschagrunert,,,
2847,apache,,,
2848,TritonHo,,,
2849,arthurspk,,,
2850,blenderskool,,,
2851,ForestAdmin,,,
2852,cheatsnake,,,
2853,jonashackt,,,
2854,hiteshchoudhary,,,
2855,yyyar,,,
2856,liyupi,,,
2857,liyupi,,,
2858,Awesome-Interview,,,
2859,anshulrgoyal,,,
2860,matt-42,,,
2861,VeryGoodOpenSource,,,
2862,lastbackend,,,
2863,apioo,,,
2864,PatilShreyas,,,
2865,alinebastos,,,
2866,PansonPanson,,,
2867,zhashkevych,,,
2868,toggl,,,
2869,go-goyave,,,
2870,apptension,,,
2871,kuzzleio,,,
2872,honzaap,,,
2873,pietrzakadrian,,,
2874,suyuan32,,,
2875,layrjs,,,
2876,Sairyss,,,
2877,nuxt-community,,,
2878,LukeMathWalker,,,
2879,gothinkster,,,
2880,lwsjs,,,
2881,hideraldus13,,,
2882,bzick,,,
2883,michelbernardods,,,
2884,ishtms,,,
2885,chiselstrike,,,
2886,jorge07,,,
2887,backend-br,,,
2888,apache,,,
2889,unum-cloud,,,
2890,ppy,,,
2891,sergix44,,,
2892,InSeong-So,,,
2893,bespoyasov,,,
2894,gothinkster,,,
2895,nextacular,,,
2896,HospitalRun,,,
2897,mojocn,,,
2898,featherhttp,,,
2899,alinebastos,,,
2900,CodeChefVIT,,,
2901,LaravelRUS,,,
2902,infinum,,,
2903,nullstack,,,
2904,structr,,,
2905,TailAdmin,,,
2906,WebDevStudios,,,
2907,phodal,,,
2908,SaturnFramework,,,
2909,PegasusWang,,,
2910,devSquad-study,,,
2911,FractalFir,,,
2912,HackYourFuture,,,
2913,pnxtech,,,
2914,abap2xlsx,,,
2915,Davenchy,,,
2916,Consensys,,,
2917,trezor,,,
2918,Frankle97,,,
2919,micro-plat,,,
2920,postlight,,,
2921,terminalcommandnewsletter,,,
2922,campoy,,,
2923,Mayank0255,,,
2924,dotenx,,,
2925,alash3al,,,
2926,backend-br,,,
2927,ixartz,,,
2928,fairingrey,,,
2929,forthespada,,,
2930,tamhoang1412,,,
2931,Erudika,,,
2932,mojolicious,,,
2933,bdebon,,,
2934,UdashFramework,,,
2935,Shitaibin,,,
2936,libfirm,,,
2937,tiangolo,,,
2938,monstar-lab-oss,,,
2939,alienzhou,,,
2940,HapticX,,,
2941,moabukar,,,
2942,gmartins-dev,,,
2943,CrowdHailer,,,
2944,instantcommerce,,,
2945,ConduitPlatform,,,
2946,i18next,,,
2947,flaviuse,,,
2948,gabrielrangel95,,,
2949,DhanushNehru,,,
2950,docops-hq,,,
2951,LalanaChami,,,
2952,cloudposse,,,
2953,justdjango,,,
2954,dotnetdevbr,,,
2955,kottans,,,
2956,johndatserakis,,,
2957,backend-pt,,,
2958,xyl-tools,,,
2959,martenframework,,,
2960,csfloat,,,
2961,ForestAdmin,,,
2962,trimstray,,,
2963,netdata,,,
2964,bregman-arie,,,
2965,binhnguyennus,,,
2966,nektos,,,
2967,go-gitea,,,
2968,Kong,,,
2969,getsentry,,,
2970,httpie,,,
2971,dokku,,,
2972,MichaelCade,,,
2973,yeasy,,,
2974,lensapp,,,
2975,jenkinsci,,,
2976,awesome-foss,,,
2977,buger,,,
2978,containrrr,,,
2979,wtfutil,,,
2980,argoproj,,,
2981,getsops,,,
2982,kubesphere,,,
2983,apache,,,
2984,theonedev,,,
2985,meolu,,,
2986,CISOfy,,,
2987,visenger,,,
2988,dastergon,,,
2989,kubeshark,,,
2990,trimstray,,,
2991,infracost,,,
2992,Unleash,,,
2993,adnanh,,,
2994,openspug,,,
2995,dagger,,,
2996,kubescape,,,
2997,go-task,,,
2998,bytebase,,,
2999,grafana,,,
3000,upgundecha,,,
3001,ansible-semaphore,,,
3002,openebs,,,
3003,openshift,,,
3004,johnkerl,,,
3005,cookieY,,,
3006,fission,,,
3007,bregman-arie,,,
3008,geerlingguy,,,
3009,flyway,,,
3010,xonsh,,,
3011,khuedoan,,,
3012,Tikam02,,,
3013,gruntwork-io,,,
3014,chef,,,
3015,gruntwork-io,,,
3016,milanm,,,
3017,healthchecks,,,
3018,runatlantis,,,
3019,wasm3,,,
3020,amoffat,,,
3021,goodjack,,,
3022,aquasecurity,,,
3023,datreeio,,,
3024,bridgecrewio,,,
3025,turbot,,,
3026,StackStorm,,,
3027,alexellis,,,
3028,arachnys,,,
3029,hobby-kube,,,
3030,isno,,,
3031,spatie,,,
3032,goss-org,,,
3033,rundeck,,,
3034,shuttle-hq,,,
3035,gaia-pipeline,,,
3036,sottlmarek,,,
3037,BretFisher,,,
3038,allegroai,,,
3039,shuaibiyy,,,
3040,wallix,,,
3041,xxh,,,
3042,shfshanyue,,,
3043,goodrain,,,
3044,tsuru,,,
3045,deepfence,,,
3046,jenkins-x,,,
3047,infobyte,,,
3048,ovh,,,
3049,tenable,,,
3050,TwiN,,,
3051,learntocloud,,,
3052,goq,,,
3053,encoredev,,,
3054,liquibase,,,
3055,devsecops,,,
3056,tianshiyeben,,,
3057,k8sgpt-ai,,,
3058,porter-dev,,,
3059,litmuschaos,,,
3060,alexellis,,,
3061,devspace-sh,,,
3062,ligurio,,,
3063,woodpecker-ci,,,
3064,purpleidea,,,
3065,bunkerity,,,
3066,aws,,,
3067,eon01,,,
3068,guohongze,,,
3069,coroot,,,
3070,metalbear-co,,,
3071,yunlzheng,,,
3072,anu0012,,,
3073,moul,,,
3074,qufei1993,,,
3075,inspec,,,
3076,cloudnative-pg,,,
3077,erda-project,,,
3078,koderover,,,
3079,stern,,,
3080,Pradumnasaraf,,,
3081,minishift,,,
3082,moul,,,
3083,qufei1993,,,
3084,inspec,,,
3085,cloudnative-pg,,,
3086,erda-project,,,
3087,koderover,,,
3088,stern,,,
3089,Pradumnasaraf,,,
3090,minishift,,,
3091,bobbyiliev,,,
3092,mattn,,,
3093,hairyhenderson,,,
3094,nestybox,,,
3095,open-hand,,,
3096,jamesrwhite,,,
3097,moul,,,
3098,apache,,,
3099,robusta-dev,,,
3100,pytest-dev,,,
3101,TencentBlueKing,,,
3102,dreamans,,,
3103,juju,,,
3104,mitogen-hq,,,
3105,amandakelake,,,
3106,HariSekhon,,,
3107,flant,,,
3108,archerysec,,,
3109,phodal,,,
3110,redkubes,,,
3111,subhra74,,,
3112,geerlingguy,,,
3113,DasyDong,,,
3114,cycloidio,,,
3115,kubeshop,,,
3116,kunal-kushwaha,,,
3117,monitoringartist,,,
3118,livecycle,,,
3119,orsanawwad,,,
3120,rootsongjc,,,
3121,antonputra,,,
3122,goldbergyoni,,,
3123,puppeteer,,,
3124,storybookjs,,,
3125,microsoft,,,
3126,hoppscotch,,,
3127,localstack,,,
3128,cypress-io,,,
3129,jestjs,,,
3130,goldbergyoni,,,
3131,mochajs,,,
3132,stretchr,,,
3133,quii,,,
3134,avajs,,,
3135,enzymejs,,,
3136,testing-library,,,
3137,buger,,,
3138,catchorg,,,
3139,joke2k,,,
3140,jasmine,,,
3141,mockito,,,
3142,phpstan,,,
3143,postmanlabs,,,
3144,nightwatchjs,,,
3145,pytest-dev,,,
3146,usebruno,,,
3147,wix,,,
3148,metersphere,,,
3149,Netflix,,,
3150,Shopify,,,
3151,chromedp,,,
3152,Quick,,,
3153,robotframework,,,
3154,pestphp,,,
3155,react-cosmos,,,
3156,thoughtbot,,,
3157,onsi,,,
3158,karatelabs,,,
3159,Orange-OpenSource,,,
3160,testcontainers,,,
3161,ultrafunkamsterdam,,,
3162,gruntwork-io,,,
3163,artilleryio,,,
3164,HypothesisWorks,,,
3165,foundry-rs,,,
3166,kulshekhar,,,
3167,andreasbm,,,
3168,dhamaniasad,,,
3169,grpc-ecosystem,,,
3170,DATA-DOG,,,
3171,abhivaikar,,,
3172,niieani,,,
3173,doctest,,,
3174,goss-org,,,
3175,vektra,,,
3176,miragejs,,,
3177,mockk,,,
3178,sapegin,,,
3179,testing-library,,,
3180,cypress-io,,,
3181,google,,,
3182,cweill,,,
3183,Quick,,,
3184,Codeception,,,
3185,dvyukov,,,
3186,maildev,,,
3187,web-platform-tests,,,
3188,go-rod,,,
3189,bats-core,,,
3190,pywinauto,,,
3191,theintern,,,
3192,session-replay-tools,,,
3193,AFLplusplus,,,
3194,testing-library,,,
3195,kotest,,,
3196,lk-geimfari,,,
3197,powermock,,,
3198,apiaryio,,,
3199,codeceptjs,,,
3200,qunitjs,,,
3201,dubzzz,,,
3202,qustavo,,,
3203,httprunner,,,
3204,google,,,
3205,pa11y,,,
3206,ansible,,,
3207,americanexpress,,,
3208,awaitility,,,
3209,trailofbits,,,
3210,roughike,,,
3211,rangav,,,
3212,pointfreeco,,,
3213,spockframework,,,
3214,thoughtbot,,,
3215,tox-dev,,,
3216,cypress-io,,,
3217,phodal,,,
3218,FactoryBoy,,,
3219,qawolf,,,
3220,minitest,,,
3221,testing-library,,,
3222,AutoFixture,,,
3223,alibaba,,E-Commerce,
3224,testjavascript,,,
3225,garden-io,,,
3226,denji,,,
3227,jhnns,,,
3228,checkly,,,
3229,pester,,,
3230,keploy,,,
3231,callstack,,,
3232,DatabaseCleaner,,,
3233,CodelyTV,,,
3234,vim-test,,,
3235,unionai-oss,,,
3236,inspec,,,
3237,open-policy-agent,,,
3238,h2non,,,
3239,ChangemakerStudios,,,
3240,pod4g,,,
3241,testcontainers,,,
3242,jmcdo29,,,
3243,chromium,,,
3244,alexei-led,,,
3245,jepsen-io,,,
3246,Wisser,,,
3247,kevin1024,,,
3248,stryker-mutator,,,
3249,assertj,,,
3250,nsubstitute,,,
3251,SonicCloudOrg,,,
3252,crytic,,,
3253,dosisod,,,
3254,nodkz,,,
3255,gavv,,,
3256,tajo,,,
3257,nunit,,,
3258,zalando,,,
3259,vmadalin,,,
3260,DeviceFarmer,,,
3261,asatarin,,,
3262,trimstray,,,
3263,Hack-with-Github,,,
3264,Developer-Y,,,
3265,swisskyrepo,,,
3266,caddyserver,,,
3267,x64dbg,,,
3268,mitmproxy,,,
3269,trailofbits,,,
3270,StanGirard,,,
3271,digitalocean,,,
3272,OWASP,,,
3273,StevenBlack,,,
3274,OpenZeppelin,,,
3275,hwdsl2,,,
3276,shieldfy,,,
3277,osquery,,,
3278,FallibleInc,,,
3279,drduh,,,
3280,aquasecurity,,,
3281,radareorg,,,
3282,matomo-org,,,
3283,authelia,,,
3284,keepassxreboot,,,
3285,slimtoolkit,,,
3286,cilium,,,
3287,imthenachoman,,,
3288,projectdiscovery,,,
3289,gravitational,,,
3290,bettercap,,,
3291,ory,,,
3292,getsops,,,
3293,rizinorg,,,
3294,gitleaks,,,
3295,google,,,
3296,trimstray,,,
3297,Hacker0x01,,,
3298,Lissy93,,,
3299,trufflesecurity,,,
3300,Tencent,,,
3301,GyulyVGC,,,
3302,wifiphisher,,,
3303,cure53,,,
3304,javascript-obfuscator,,,
3305,sundowndev,,,
3306,keeweb,,,
3307,threat9,,,
3308,zaproxy,,,
3309,RustScan,,,
3310,docker,,,
3311,sbilly,,,
3312,maurosoria,,,
3313,Infisical,,,
3314,twpayne,,,
3315,future-architect,,,
3316,drduh,,,
3317,qazbnm456,,,
3318,cryptomator,,,
3319,gophish,,,
3320,trimstray,,,
3321,jopohl,,,
3322,winsiderss,,,
3323,helmetjs,,,
3324,veeral-patel,,,
3325,secdev,,,
3326,fail2ban,,,
3327,trimstray,,,
3328,OpenVPN,,,
3329,mvt-project,,,
3330,kubescape,,,
3331,eosphoros-ai,,,
3332,Atlas-OS,,,
3333,chaitin,,,
3334,evilsocket,,,
3335,google,,,
3336,IdentityServer,,,
3337,juice-shop,,,
3338,prowler-cloud,,,
3339,apsdehal,,,
3340,digininja,,,
3341,upgundecha,,,
3342,mailpile,,,
3343,nmap,,,
3344,arkenfox,,,
3345,gravitl,,,
3346,toniblyx,,,
3347,monero-project,,,
3348,spring-projects,,,
3349,wazuh,,,
3350,samratashok,,,
3351,wpscanteam,,,
3352,bregman-arie,,,
3353,quasar,,,
3354,jofpin,,,
3355,chaitin,,,
3356,kishikawakatsumi,,,
3357,projectdiscovery,,,
3358,linkedin,,,
3359,ashishb,,,
3360,crowdsecurity,,,
3361,shadowsocks,,,
3362,securego,,,
3363,SigmaHQ,,,
3364,1N3,,,
3365,Consensys,,,
3366,anchore,,,
3367,knownsec,,,
3368,Graylog2,,,
3369,unicorn-engine,,,
3370,hslatman,,,
3371,presidentbeef,,,
3372,meirwah,,,
3373,capstone-engine,,,
3374,sensepost,,,
3375,maxgoedjen,,,
3376,go-acme,,,
3377,falcosecurity,,,
3378,facebook,,,
3379,Lissy93,,,
3380,aquasecurity,,,
3381,datreeio,,,
3382,OWASP,,,
3383,edoardottt,,,
3384,bee-san,,,
3385,frappe,,,
3386,fulldecent,,,
3387,turbot,,,
3388,cleverhans-lab,,,
3389,arkime,,,
3390,nccgroup,,,
3391,hwdsl2,,,
3392,paragonie,,,
3393,golang-jwt,,,
3394,smallstep,,,
3395,onionshare,,,
3396,firezone,,,
3397,trickest,,,
3398,michenriksen,,,
3399,yaklang,,,
3400,duo-labs,,,
3401,v1s1t0r1sh3r3,,,
3402,0xInfection,,,
3403,PyCQA,,,
3404,zeek,,,
3405,jeremylong,,,
3406,nomi-sec,,,
3407,bromite,,,
3408,tutao,,,
3409,PrivateBin,,,
3410,telekom-security,,,
3411,stamparm,,,
3412,goauthentik,,,
3413,gopasspw,,,
3414,hobby-kube,,,
3415,EdOverflow,,,
3416,michenriksen,,,
3417,infoslack,,,
3418,Lissy93,,,
3419,ahmetb,,,
3420,google,,,
3421,xairy,,,
3422,tensorflow,,,
3423,huggingface,,,
3424,pytorch,,,
3425,netdata,,,
3426,microsoft,,,
3427,Developer-Y,,,
3428,keras-team,,,
3429,scikit-learn,,,
3430,tesseract-ocr,,,
3431,d2l-ai,,,
3432,ageitgey,,,
3433,binhnguyennus,,,
3434,deepfakes,,,
3435,ultralytics,,,
3436,iperov,,,
3437,JuliaLang,,,
3438,aymericdamien,,,
3439,Avik-Jain,,,
3440,labmlai,,,
3441,LAION-AI,,,
3442,GokuMohandas,,,
3443,BVLC,,,
3444,apache,,,
3445,google-research,,,
3446,photoprism,,,
3447,microsoft,,,
3448,fengdu78,,,
3449,streamlit,,,
3450,ray-project,,,
3451,CMU-Perceptual-Computing-Lab,,,
3452,TheAlgorithms,,,
3453,explosion,,,
3454,AMAI-GmbH,,,
3455,ZuzooVn,,,
3456,microsoft,,,
3457,donnemartin,,,
3458,Lightning-AI,,,
3459,gradio-app,,,
3460,OpenBB-finance,,,
3461,dmlc,,,
3462,lutzroeder,,,
3463,eugeneyan,,,
3464,fastai,,,
3465,ageron,,,
3466,terryum,,,
3467,google,,,
3468,mozilla,,,
3469,eriklindernoren,,,
3470,datawhalechina,,,
3471,academic,,,
3472,mxgmn,,,
3473,ChristosChristofidis,,,
3474,trekhleb,,,
3475,sebastianruder,,,
3476,PaddlePaddle,,,
3477,shap,,,
3478,JaidedAI,,,
3479,d2l-ai,,,
3480,MLEveryday,,,
3481,openai,,,
3482,fastai,,,
3483,spmallick,,,
3484,iperov,,,
3485,mindsdb,,,
3486,jina-ai,,,
3487,zergtant,,,
3488,ultralytics,,,
3489,tensorflow,,,
3490,huggingface,,,
3491,amark,,,
3492,TheAlgorithms,,,
3493,RasaHQ,,,
3494,microsoft,,,
3495,recommenders-team,,,
3496,modularml,,,
3497,afshinea,,,
3498,mlflow,,,
3499,onnx,,,
3500,emilwallner,,,
3501,Unity-Technologies,,,
3502,mlabonne,,,
3503,microsoft,,,
3504,keon,,,
3505,oxford-cs-deepnlp-2017,,,
3506,qdrant,,,
3507,zziz,,,
3508,EthicalML,,,
3509,pytorch,,,
3510,ml-tooling,,,
3511,piskvorky,,,
3512,kailashahirwar,,,
3513,NVlabs,,,
3514,bharathgs,,,
3515,NLP-LOVE,,,
3516,ramitsurana,,,
3517,tensorflow,,,
3518,ujjwalkarn,,,
3519,ty4z2008,,,
3520,amusi,,,
3521,ddbourgin,,,
3522,ashishpatel26,,,
3523,aleju,,,
3524,argoproj,,,
3525,unifyai,,,
3526,hindupuravinash,,,
3527,gunthercox,,,
3528,horovod,,,
3529,virgili0,,,
3530,microsoft,,,
3531,flairNLP,,,
3532,kubeflow,,,
3533,microsoft,,,
3534,albumentations-team,,,
3535,iterative,,,
3536,nltk,,,
3537,halfrost,,,
3538,davisking,,,
3539,jindongwang,,,
3540,deepset-ai,,,
3541,Mikoto10032,,,
3542,extreme-assistant,,,
3543,alex000kim,,,
3544,janishar,,,
3545,rasbt,,,
3546,donnemartin,,,
3547,dair-ai,,,
3548,ydataai,,,
3549,kmario23,,,
3550,microsoft,,,
3551,visenger,,,
3552,zalandoresearch,,,
3553,MorvanZhou,,,
3554,stefan-jansen,,,
3555,apple,,,
3556,dair-ai,,,
3557,bbfamily,,,
3558,apache,,,
3559,ludwig-ai,,,
3560,esimov,,,
3561,chiphuyen,,,
3562,AI4Finance-Foundation,,,
3563,isl-org,,,
3564,lexfridman,,,
3565,ultralytics,,,
3566,fastai,,,
3567,rushter,,,
3568,google-deepmind,,,
3569,tflearn,,,
3570,lukas-blecher,,,
3571,EpistasisLab,,,
3572,timzhang642,,,
3573,diff-usion,,,
3574,Yorko,,,
3575,Hvass-Labs,,,
3576,microsoft,,,
3577,aws,,,
3578,optuna,,,
3579,kedro-org,,,
3580,keras-team,,,
3581,kornia,,,
3582,microsoft,,,
3583,keras-team,,,
3584,scikit-learn,,,
3585,apache,,,
3586,pandas-dev,,,
3587,GokuMohandas,,,
3588,apache,,,
3589,streamlit,,,
3590,ray-project,,,
3591,explosion,,,
3592,AMAI-GmbH,,,
3593,CamDavidsonPilon,,,
3594,donnemartin,,,
3595,Lightning-AI,,,
3596,gradio-app,,,
3597,microsoft,,,
3598,eugeneyan,,,
3599,eriklindernoren,,,
3600,academic,,,
3601,d2l-ai,,,
3602,fastai,,,
3603,plotly,,,
3604,matplotlib,,,
3605,recommenders-team,,,
3606,qax-os,,,
3607,afshinea,,,
3608,ipython,,,
3609,ml-tooling,,,
3610,piskvorky,,,
3611,bharathgs,,,
3612,ashishpatel26,,,
3613,PrefectHQ,,,
3614,virgili0,,,
3615,microsoft,,,
3616,iterative,,,
3617,newTendermint,,,
3618,rasbt,,,
3619,dair-ai,,,
3620,ydataai,,,
3621,allenai,,,
3622,mwaskom,,,
3623,visenger,,,
3624,stefan-jansen,,,
3625,ludwig-ai,,,
3626,OpenRefine,,,
3627,lexfridman,,,
3628,fastai,,,
3629,tflearn,,,
3630,gventuri,,,
3631,dagster-io,,,
3632,EpistasisLab,,,
3633,Yorko,,,
3634,modin-project,,,
3635,microsoft,,,
3636,statsmodels,,,
3637,aws,,,
3638,great-expectations,,,
3639,trinodb,,,
3640,goplus,,,
3641,chiphuyen,,,
3642,vaexio,,,
3643,pycaret,,,
3644,blue-yonder,,,
3645,alexeygrigorev,,,
3646,lazyprogrammer,,,
3647,akfamily,,,
3648,tangyudi,,,
3649,jackzhenguo,,,
3650,yzhao062,,,
3651,wandb,,,
3652,cleanlab,,,
3653,HugoBlox,,,
3654,catboost,,,
3655,activeloopai,,,
3656,drivendata,,,
3657,Netflix,,,
3658,sktime,,,
3659,rasbt,,,
3660,mrdbourke,,,
3661,firmai,,,
3662,alteryx,,,
3663,rapidsai,,,
3664,unit8co,,,
3665,autogluon,,,
3666,scikit-learn-contrib,,,
3667,h2oai,,,
3668,jwilber,,,
3669,python-visualization,,,
3670,py-why,,,
3671,mahmoud,,,
3672,voxel51,,,
3673,mage-ai,,,
3674,rushter,,,
3675,nteract,,,
3676,pachyderm,,,
3677,dair-ai,,,
3678,afshinea,,,
3679,haifengl,,,
3680,rhiever,,,
3681,dair-ai,,,
3682,sriram15,,,
3683,AmirBayat0,,,
3684,achmadqomarudin,,,
3685,shreyamalogi,,,
3686,PharmaLedger-IMI,,,
3687,sailfishos-community,,,
3688,dyazincahya,,,
3689,hitendradeveloper,,,
3690,masdh,,,
3691,applivery,,,
3692,Netcode-Hub,,,
3693,monuelo,,,
3694,ephcoding,,,
3695,Netcode-Hub,,,
3696,Zainul-Code,,,
3697,rashmi16267,,,
3698,Netcode-Hub,,,
3699,AbdullahELyamany,,,
3700,Netcode-Hub,,,
3701,idealman0830,,,
3702,Netcode-Hub,,,
3703,Rackons2015,,,
3704,VinniciusJesus,,,
3705,cyberstackover,,,
3706,monuelo,,,
3707,stenverbois,,,
3708,kashiiitech,,,
3709,AKR-2803,,,
3710,alvis,,,
3711,laila-nabil,,,
3712,kasnder,,,
3713,devancakra,,,
3714,mrusamamuzaffar,,,
3715,eenlpe1,,,
3716,webtoor,,,
3717,webtoor,,,
3718,stivenramireza,,,
3719,jaysmitjadhav,,,
3720,gkapfham,,,
3721,SHPEUCF,,,
3722,piyalidas10,,,
3723,webtoor,,,
3724,adzguy,,,
3725,eltonlazzarin,,,
3726,ssun-g,,,
3727,dyazincahya,,,
3728,mozilla,,,
3729,micropython,,,
3730,raysan5,,,
3731,lvgl,,,
3732,threat9,,,
3733,cesanta,,,
3734,nasa,,,
3735,zephyrproject-rtos,,,
3736,platformio,,,
3737,dusty-nv,,,
3738,idea4good,,,
3739,wasm3,,,
3740,PaddlePaddle,,,
3741,bblanchon,,,
3742,rust-embedded,,,
3743,tock,,,
3744,nhivp,,,
3745,littlefs-project,,,
3746,alibaba,,E-Commerce,
3747,hathach,,,
3748,objectbox,,,
3749,bytecodealliance,,,
3750,rosedblabs,,,
3751,stlink-org,,,
3752,nanopb,,,
3753,Serial-Studio,,,
3754,adafruit,,,
3755,blynkkk,,,
3756,jetty,,,
3757,embassy-rs,,,
3758,smoltcp-rs,,,
3759,openthread,,,
3760,rhaiscript,,,
3761,microsoft,,,
3762,blinker-iot,,,
3763,zlgopen,,,
3764,google,,,
3765,cleanflight,,,
3766,eclipse-threadx,,,
3767,InfiniTimeOrg,,,
3768,u-root,,,
3769,mpaland,,,
3770,blinker-iot,,,
3771,apache,,,
3772,nerves-project,,,
3773,ARMmbed,,,
3774,LibreELEC,,,
3775,dfeneyrou,,,
3776,symisc,,,
3777,xiaowenxia,,,
3778,armink,,,
3779,m3y54m,,,
3780,cesanta,,,
3781,huseinzol05,,,
3782,symisc,,,
3783,uTensor,,,
3784,fossasia,,,
3785,tio,,,
3786,cesanta,,,
3787,iDoka,,,
3788,lmarzen,,,
3789,armink,,,
3790,buserror,,,
3791,fkie-cad,,,
3792,pellepl,,,
3793,rune-rs,,,
3794,unosquare,,,
3795,Softmotions,,,
3796,SmingHub,,,
3797,ardera,,,
3798,kaaproject,,,
3799,rakyll,,,
3800,stnolting,,,
3801,atomvm,,,
3802,Cosmo,,,
3803,eclipse,,,
3804,pikasTech,,,
3805,sbabic,,,
3806,CANopenNode,,,
3807,shellhub-io,,,
3808,0xricksanchez,,,
3809,platformio,,,
3810,eclipse-zenoh,,,
3811,Joshua-Riek,,,
3812,embox,,,
3813,ImpulseAdventure,,,
3814,LibVNC,,,
3815,pyocd,,,
3816,fubark,,,
3817,krotik,,,
