company_id,date_id,year,quarter,benefit
2126,7,2024,1,0.1
2127,7,2024,1,
2128,7,2024,1,
2129,7,2024,1,
2130,7,2024,1,
2131,7,2024,1,
2132,7,2024,1,
2133,7,2024,1,0.37
2134,7,2024,1,
2135,7,2024,1,
2136,7,2024,1,
2137,7,2024,1,
2138,7,2024,1,
2139,7,2024,1,
2140,7,2024,1,
2141,7,2024,1,
2142,7,2024,1,
2143,7,2024,1,
2144,7,2024,1,
2145,7,2024,1,
2146,7,2024,1,
2147,7,2024,1,
2148,7,2024,1,
2149,7,2024,1,
2150,7,2024,1,
2151,7,2024,1,
2152,7,2024,1,
2153,7,2024,1,
2154,7,2024,1,
2155,7,2024,1,
2156,7,2024,1,
2157,7,2024,1,
2158,7,2024,1,
2159,7,2024,1,
2160,7,2024,1,
2161,7,2024,1,
2162,7,2024,1,
2163,7,2024,1,
2164,7,2024,1,
2165,7,2024,1,
2166,7,2024,1,
2167,7,2024,1,
2168,7,2024,1,0.28
2169,7,2024,1,0.83
2170,7,2024,1,0.89
2171,7,2024,1,
2172,7,2024,1,
2173,7,2024,1,
2174,7,2024,1,
2175,7,2024,1,
2176,7,2024,1,
2177,7,2024,1,
2178,7,2024,1,
2179,7,2024,1,
2180,7,2024,1,
2181,7,2024,1,
2182,7,2024,1,
2183,7,2024,1,
2184,7,2024,1,
2185,7,2024,1,
2186,7,2024,1,
2187,7,2024,1,
2188,7,2024,1,
2189,7,2024,1,
2190,7,2024,1,
2191,7,2024,1,
2192,7,2024,1,
2193,7,2024,1,
2194,7,2024,1,
2195,7,2024,1,
2196,7,2024,1,
2197,7,2024,1,
2198,7,2024,1,
2199,7,2024,1,
2200,7,2024,1,
2201,7,2024,1,
2202,7,2024,1,
2203,7,2024,1,
2204,7,2024,1,16
2205,7,2024,1,
2206,7,2024,1,
2207,7,2024,1,
2208,7,2024,1,
2209,7,2024,1,
2210,7,2024,1,
2211,7,2024,1,
2212,7,2024,1,
2213,7,2024,1,
2214,7,2024,1,
2215,7,2024,1,
2216,7,2024,1,
2217,7,2024,1,
2218,7,2024,1,0.08
2219,7,2024,1,
2220,7,2024,1,
2221,7,2024,1,
2222,7,2024,1,
2223,7,2024,1,
2224,7,2024,1,
2225,7,2024,1,
2226,7,2024,1,
2227,7,2024,1,
2228,7,2024,1,
2229,7,2024,1,
2230,7,2024,1,
2231,7,2024,1,
2232,7,2024,1,
2233,7,2024,1,
2234,7,2024,1,
2235,7,2024,1,
2236,7,2024,1,
2237,7,2024,1,
2238,7,2024,1,
2239,7,2024,1,
2240,7,2024,1,
2241,7,2024,1,
2242,7,2024,1,
2243,7,2024,1,
2244,7,2024,1,0.14
2245,7,2024,1,
2246,7,2024,1,
2247,7,2024,1,
2248,7,2024,1,
2249,7,2024,1,
2250,7,2024,1,
2251,7,2024,1,
2252,7,2024,1,
2253,7,2024,1,
2254,7,2024,1,
2255,7,2024,1,
2256,7,2024,1,
2257,7,2024,1,
2258,7,2024,1,
2259,7,2024,1,
2260,7,2024,1,
2261,7,2024,1,
2262,7,2024,1,
2263,7,2024,1,
2264,7,2024,1,
2265,7,2024,1,3.84
2266,7,2024,1,
2267,7,2024,1,
2268,7,2024,1,
2269,7,2024,1,
2270,7,2024,1,
2271,7,2024,1,
2272,7,2024,1,
2273,7,2024,1,
2274,7,2024,1,
2275,7,2024,1,
2276,7,2024,1,
2277,7,2024,1,
2278,7,2024,1,
2279,7,2024,1,
2280,7,2024,1,
2281,7,2024,1,
2282,7,2024,1,
2283,7,2024,1,
2284,7,2024,1,
2285,7,2024,1,
2286,7,2024,1,
2287,7,2024,1,0.07
2288,7,2024,1,
2289,7,2024,1,
2290,7,2024,1,0.1
2291,7,2024,1,
2292,7,2024,1,
2293,7,2024,1,
2294,7,2024,1,
2295,7,2024,1,
2296,7,2024,1,
2297,7,2024,1,
2298,7,2024,1,
2299,7,2024,1,
2300,7,2024,1,
2301,7,2024,1,
2302,7,2024,1,
2303,7,2024,1,
2304,7,2024,1,
2305,7,2024,1,
2306,7,2024,1,
2307,7,2024,1,
2308,7,2024,1,
2309,7,2024,1,
2310,7,2024,1,2.12
2311,7,2024,1,
2312,7,2024,1,
2313,7,2024,1,
2314,7,2024,1,
2315,7,2024,1,
2316,7,2024,1,
2317,7,2024,1,
2318,7,2024,1,
2319,7,2024,1,
2320,7,2024,1,
2321,7,2024,1,0.57
2322,7,2024,1,
2323,7,2024,1,
2324,7,2024,1,
2325,7,2024,1,
2326,7,2024,1,
2327,7,2024,1,
2328,7,2024,1,
2329,7,2024,1,
2330,7,2024,1,
2331,7,2024,1,
2332,7,2024,1,
2333,7,2024,1,
2334,7,2024,1,
2335,7,2024,1,
2336,7,2024,1,
2337,7,2024,1,
2338,7,2024,1,
2339,7,2024,1,
2340,7,2024,1,
2341,7,2024,1,
2342,7,2024,1,
2343,7,2024,1,
2344,7,2024,1,0.57
2345,7,2024,1,
2346,7,2024,1,
2347,7,2024,1,
2348,7,2024,1,
2349,7,2024,1,
2350,7,2024,1,
2351,7,2024,1,
2352,7,2024,1,
2353,7,2024,1,
2354,7,2024,1,
2355,7,2024,1,
2356,7,2024,1,
2357,7,2024,1,
2358,7,2024,1,
2359,7,2024,1,
2360,7,2024,1,
2361,7,2024,1,
2362,7,2024,1,
2363,7,2024,1,
2364,7,2024,1,
2365,7,2024,1,
2366,7,2024,1,
2367,7,2024,1,
2368,7,2024,1,
2369,7,2024,1,
2370,7,2024,1,
2371,7,2024,1,
2372,7,2024,1,
2373,7,2024,1,
2374,7,2024,1,
2375,7,2024,1,
2376,7,2024,1,16
2377,7,2024,1,
2378,7,2024,1,
2379,7,2024,1,
2380,7,2024,1,
2381,7,2024,1,
2382,7,2024,1,
2383,7,2024,1,
2384,7,2024,1,
2385,7,2024,1,
2386,7,2024,1,
2387,7,2024,1,
2388,7,2024,1,
2389,7,2024,1,
2390,7,2024,1,
2391,7,2024,1,
2392,7,2024,1,
2393,7,2024,1,
2394,7,2024,1,
2395,7,2024,1,20
2396,7,2024,1,
2397,7,2024,1,
2398,7,2024,1,
2399,7,2024,1,
2400,7,2024,1,
2401,7,2024,1,
2402,7,2024,1,
2403,7,2024,1,
2404,7,2024,1,
2405,7,2024,1,
2406,7,2024,1,
2407,7,2024,1,
2408,7,2024,1,
2409,7,2024,1,
2410,7,2024,1,
2411,7,2024,1,
2412,7,2024,1,
2413,7,2024,1,
2414,7,2024,1,
2415,7,2024,1,
2416,7,2024,1,
2417,7,2024,1,
2418,7,2024,1,
2419,7,2024,1,
2420,7,2024,1,
2421,7,2024,1,
2422,7,2024,1,
2423,7,2024,1,
2424,7,2024,1,
2425,7,2024,1,
2426,7,2024,1,
2427,7,2024,1,
2428,7,2024,1,
2429,7,2024,1,
2430,7,2024,1,
2431,7,2024,1,
2432,7,2024,1,
2433,7,2024,1,
2434,7,2024,1,0.57
2435,7,2024,1,
2436,7,2024,1,
2437,7,2024,1,
2438,7,2024,1,
2439,7,2024,1,
2440,7,2024,1,
2441,7,2024,1,
2442,7,2024,1,
2443,7,2024,1,
2444,7,2024,1,
2445,7,2024,1,
2446,7,2024,1,
2447,7,2024,1,
2448,7,2024,1,
2449,7,2024,1,
2450,7,2024,1,
2451,7,2024,1,
2452,7,2024,1,
2453,7,2024,1,
2454,7,2024,1,
2455,7,2024,1,
2456,7,2024,1,
2457,7,2024,1,
2458,7,2024,1,
2459,7,2024,1,
2460,7,2024,1,
2461,7,2024,1,
2462,7,2024,1,
2463,7,2024,1,
2464,7,2024,1,
2465,7,2024,1,
2466,7,2024,1,
2467,7,2024,1,
2468,7,2024,1,
2469,7,2024,1,
2470,7,2024,1,
2471,7,2024,1,
2472,7,2024,1,
2473,7,2024,1,
2474,7,2024,1,
2475,7,2024,1,0.57
2476,7,2024,1,
2477,7,2024,1,
2478,7,2024,1,
2479,7,2024,1,
2480,7,2024,1,1
2481,7,2024,1,
2482,7,2024,1,
2483,7,2024,1,
2484,7,2024,1,
2485,7,2024,1,
2486,7,2024,1,
2487,7,2024,1,
2488,7,2024,1,
2489,7,2024,1,
2490,7,2024,1,
2491,7,2024,1,
2492,7,2024,1,
2493,7,2024,1,
2494,7,2024,1,
2495,7,2024,1,
2496,7,2024,1,
2497,7,2024,1,
2498,7,2024,1,
2499,7,2024,1,
2500,7,2024,1,
2501,7,2024,1,
2502,7,2024,1,
2503,7,2024,1,
2504,7,2024,1,
2505,7,2024,1,
2506,7,2024,1,
2507,7,2024,1,
2508,7,2024,1,
2509,7,2024,1,
2510,7,2024,1,
2511,7,2024,1,
2512,7,2024,1,
2513,7,2024,1,
2514,7,2024,1,
2515,7,2024,1,0.57
2516,7,2024,1,
2517,7,2024,1,
2518,7,2024,1,
2519,7,2024,1,
2520,7,2024,1,
2521,7,2024,1,
2522,7,2024,1,
2523,7,2024,1,
2524,7,2024,1,
2525,7,2024,1,
2526,7,2024,1,
2527,7,2024,1,
2528,7,2024,1,
2529,7,2024,1,
2530,7,2024,1,
2531,7,2024,1,
2532,7,2024,1,
2533,7,2024,1,
2534,7,2024,1,
2535,7,2024,1,
2536,7,2024,1,
2537,7,2024,1,
2538,7,2024,1,
2539,7,2024,1,
2540,7,2024,1,
2541,7,2024,1,
2542,7,2024,1,
2543,7,2024,1,
2544,7,2024,1,
2545,7,2024,1,
2546,7,2024,1,
2547,7,2024,1,
2548,7,2024,1,
2549,7,2024,1,
2550,7,2024,1,
2551,7,2024,1,
2552,7,2024,1,
2553,7,2024,1,
2554,7,2024,1,
2555,7,2024,1,
2556,7,2024,1,
2557,7,2024,1,
2558,7,2024,1,4.82
2559,7,2024,1,
2560,7,2024,1,
2561,7,2024,1,
2562,7,2024,1,
2563,7,2024,1,
2564,7,2024,1,
2565,7,2024,1,
2566,7,2024,1,
2567,7,2024,1,
2568,7,2024,1,
2569,7,2024,1,
2570,7,2024,1,2.6
2571,7,2024,1,
2572,7,2024,1,
2573,7,2024,1,
2574,7,2024,1,
2575,7,2024,1,
2576,7,2024,1,
2577,7,2024,1,
2578,7,2024,1,
2579,7,2024,1,
2580,7,2024,1,
2581,7,2024,1,
2582,7,2024,1,
2583,7,2024,1,
2584,7,2024,1,
2585,7,2024,1,
2586,7,2024,1,
2587,7,2024,1,
2588,7,2024,1,
2589,7,2024,1,
2590,7,2024,1,
2591,7,2024,1,
2592,7,2024,1,
2593,7,2024,1,
2594,7,2024,1,
2595,7,2024,1,
2596,7,2024,1,
2597,7,2024,1,
2598,7,2024,1,
2599,7,2024,1,
2600,7,2024,1,0.57
2601,7,2024,1,
2602,7,2024,1,
2603,7,2024,1,
2604,7,2024,1,
2605,7,2024,1,
2606,7,2024,1,0.57
2607,7,2024,1,
2608,7,2024,1,
2609,7,2024,1,
2610,7,2024,1,
2611,7,2024,1,
2612,7,2024,1,
2613,7,2024,1,
2614,7,2024,1,
2615,7,2024,1,
2616,7,2024,1,
2617,7,2024,1,
2618,7,2024,1,
2619,7,2024,1,
2620,7,2024,1,
2621,7,2024,1,
2622,7,2024,1,
2623,7,2024,1,
2624,7,2024,1,
2625,7,2024,1,
2626,7,2024,1,
2627,7,2024,1,
2628,7,2024,1,
2629,7,2024,1,
2630,7,2024,1,
2631,7,2024,1,
2632,7,2024,1,0.83
2633,7,2024,1,
2634,7,2024,1,
2635,7,2024,1,
2636,7,2024,1,
2637,7,2024,1,0.57
2638,7,2024,1,
2639,7,2024,1,
2640,7,2024,1,
2641,7,2024,1,0.57
